taxyear,N,community,ratio1,ratio,value,erate,taxes,av,av1,appeal_flag,condo,tract2010,white,black,hispanic,nativ,asian,two,medhinc,college,poverty
2009-2015,322,Dunning,1.1534402,1.1223652,223000,0.017148484,3908.9351,25418,25556,0.077639751,0.099378884,171000,0.82118839,0.011115685,0.24317278,0.004803074,0.13805407,0.024838753,58100,0.17417417,0.079195477
2009-2015,155,Dunning,1.183,1.1372653,225000,0.017243456,3720.99,24707,25512,0.08387097,0.006451613,171100,0.74136251,0.00729927,0.37493917,0.007055961,0.20973235,0.034549877,62222,0.16295248,0.0455135
2009-2015,253,Montclare,1.1867408,1.1604445,200000,0.017003136,3559.5901,23329,23793,0.083003953,0.12252964,180100,0.71182585,0.020467836,0.43372321,0.006010396,0.23001949,0.031676412,44760,0.14029446,0.1419868
2009-2015,43,Belmont Cragin,1.3253164,1.3187805,202000,0.021583544,3958.76,27035,27392,0.13953489,0,190100,0.52451766,0.02733119,0.78938907,0.009244373,0.3999196,0.038987137,28924,0.033989958,0.16338354
2009-2015,111,Belmont Cragin,1.0766028,1.0766028,230000,0.016404079,3776.9099,25086,25105,0.072072074,0,190200,0.52400476,0.02682385,0.78540921,0.00734666,0.40440801,0.037416708,42829,0.08973819,0.26517382
2009-2015,129,Belmont Cragin,1.19332,1.1817297,208000,0.018282212,3862.1201,25618,25956,0.11627907,0,190300,0.65291679,0.017259235,0.6325509,0.011736279,0.28408697,0.034000691,42730,0.08606039,0.12185861
2009-2015,136,Belmont Cragin,1.1912408,1.1868219,210000,0.017188575,3643.99,24743.5,24824.5,0.066176474,0,190401,0.5701198,0.020671835,0.6257928,0.004463237,0.36011276,0.044632372,51147,0.08566235,0.13110657
2009-2015,143,Belmont Cragin,1.1947594,1.1900488,207000,0.018080773,3877.8601,24749,24847,0.055944055,0.006993007,190402,0.55093443,0.030230854,0.67167461,0.007328692,0.36295345,0.048552584,37365,0.100975,0.15329665
2009-2015,80,Belmont Cragin,1.3340281,1.3003516,190500,0.019738464,3516.8599,23735.5,23843,0.087499999,0.0125,190601,0.5042904,0.036303632,0.8178218,0.009240924,0.40484047,0.045324534,55257,0.050559931,0.25413015
2009-2015,117,Belmont Cragin,1.2397015,1.2206875,182800,0.018262537,3453.8,22235,22872,0.042735044,0,190602,0.51269037,0.05021755,0.79550397,0.017222624,0.37690356,0.042965919,46042,0.085853286,0.13965468
2009-2015,50,Belmont Cragin,1.2512589,1.2310119,220000,0.019243756,3771.595,26414.5,26414.5,0.1,0.059999999,190701,0.4179357,0.025042301,0.8243655,0.017258883,0.49035534,0.049407784,39325,0.074702889,0.048556875
2009-2015,65,Belmont Cragin,1.3352892,1.3056364,210000,0.020245802,4245.25,27084,27244,0.092307694,0,190702,0.43992606,0.03799548,0.83487368,0.011912097,0.47792155,0.032244813,43524,0.040593952,0.16536695
2009-2015,120,Belmont Cragin,1.1930084,1.1590133,202000,0.016932257,3260.4951,23583,23650.5,0.06666667,0.15833333,190800,0.46848613,0.041314837,0.84227985,0.009499397,0.4375754,0.043124247,39111,0.07548859,0.1655975
2009-2015,36,Belmont Cragin,1.1958044,1.1780108,189000,0.018662201,3715.345,25971.5,25971.5,0.055555556,0,190900,0.48578432,0.038235296,0.8220588,0.007843138,0.42352942,0.044607844,52917,0.093276516,0.19507575
2009-2015,19,Belmont Cragin,1.3711667,1.2102578,175000,0.019709742,3179.28,20387,21869,0.10526316,0,191000,0.4755764,0.043376319,0.89878857,0.018757327,0.43493551,0.027354436,38429,0.024625877,0.30649745
2009-2015,96,Belmont Cragin,1.2129898,1.2045438,175000,0.018510595,3187.875,22089.5,22089.5,0.052083332,0.072916664,191100,0.41448611,0.063663341,0.88022661,0.016590234,0.46425682,0.041003507,41875,0.043098889,0.2808038
2009-2015,51,Belmont Cragin,1.4090909,1.3982,164000,0.020278953,3542.0701,24226,24830,0.078431375,0,191200,0.37321568,0.0314041,0.93200105,0.010900597,0.54217494,0.042304698,37792,0.025686674,0.31943032
2009-2015,64,Belmont Cragin,1.301033,1.2362353,177500,0.018340304,3106.425,23243.5,23495,0.015625,0,191301,0.37891421,0.10116731,0.83546412,0.009079118,0.47656104,0.034278303,37214,0.037388097,0.26996666
2009-2015,77,Belmont Cragin,1.3424283,1.326919,165000,0.019680999,3368.9199,22740,22740,0.064935066,0,191302,0.37326181,0.062971793,0.86571318,0.00973381,0.52522844,0.028804133,37277,0.022947369,0.29263157
2009-2015,94,Hermosa,1.2279084,1.2178862,189450,0.018264089,3624.3301,24259.5,24301,0.11702128,0.10638298,200100,0.53812587,0.031235645,0.76573265,0.010335323,0.38217732,0.038125861,46346,0.043805458,0.11524206
2009-2015,65,Hermosa,1.2327721,1.2285833,216500,0.018696778,3778.77,26643,26930,0.10769231,0.030769231,200200,0.42804497,0.050672565,0.86604017,0.004975124,0.47521651,0.041090842,44868,0.047571313,0.16057596
2009-2015,18,Hermosa,1.2842708,1.2440938,172500,0.017807845,3281.595,23340,23340,0,0.055555556,200300,0.3906745,0.041647803,0.88546854,0.008148484,0.51244909,0.047080126,40833,0.037609134,0.34116858
2009-2015,45,Hermosa,1.0699368,1.0699368,170000,0.017549038,3406.9199,20536,21021,0.022222223,0,200401,0.43796837,0.05606439,0.89342213,0.008048848,0.4668332,0.031085206,38979,0.037285019,0.17434685
2009-2015,56,Hermosa,1.1872817,1.1663818,178750,0.017895943,3409.1699,22387.5,22830,0.10714286,0.035714287,200402,0.35077342,0.046178345,0.92311192,0.006824386,0.55004549,0.046178345,41091,0.068601586,0.20412569
2009-2015,230,Avondale,0.97951341,0.89658165,302375,0.014009451,4270.1948,28489.5,30247,0.34782609,0.39565217,210100,0.59731877,0.02631579,0.54344589,0.007696127,0.31206554,0.056603774,62545,0.19216911,0.13331732
2009-2015,73,Avondale,1.2447228,1.1796445,190000,0.018249448,3616.8899,24315,25828,0.10958904,0.2739726,210400,0.61285007,0.024711696,0.74958813,0.006919275,0.32257003,0.03294893,37583,0.12326557,0.19264279
2009-2015,70,Avondale,1.1684053,1.1501487,220000,0.016528808,3487.02,27539.5,28948.5,0.25714287,0.25714287,210501,0.62461537,0.027692307,0.63051283,0.005128205,0.29820514,0.044358976,37125,0.11207615,0.22010708
2009-2015,92,Avondale,1.1923573,1.1610887,235000,0.018574871,4173.8896,28917,29598.5,0.15217391,0.097826086,210502,0.63575566,0.02875613,0.66139102,0.012706197,0.27975926,0.043022737,40833,0.052805964,0.26672187
2009-2015,70,Avondale,1.0159324,0.94401777,280500,0.015568112,4715.71,28530.5,29025,0.085714288,0.18571429,210601,0.57055414,0.03318299,0.69716495,0.020940721,0.34181702,0.033505153,48926,0.11429461,0.1311118
2009-2015,106,Avondale,1.0181227,0.99985719,236750,0.014747771,3436.9951,24068.5,25416.5,0.10377359,0.3018868,210602,0.58189195,0.048900276,0.74460816,0.00896861,0.31432843,0.045910742,47457,0.10993334,0.15451863
2009-2015,125,Avondale,0.96644366,0.94749999,282000,0.014228052,4673.9102,30934,31901,0.2,0.264,210700,0.61452776,0.037131585,0.64330471,0.009979114,0.29867718,0.039684381,46500,0.22431177,0.16222952
2009-2015,21,Avondale,1.1774651,1.0329287,425000,0.016910257,6566.4502,36850,38962,0.19047619,0.047619049,210800,0.53260869,0.021739131,0.71571904,0.008361204,0.38461539,0.052675586,39808,0.14890991,0.30193335
2009-2015,139,Avondale,0.89942247,0.88966668,304500,0.013143239,3766.1499,26495,27845,0.19424461,0.51798558,210900,0.61212516,0.044980444,0.53161669,0.003911343,0.29335073,0.045632333,54188,0.21790488,0.12744793
2009-2015,121,Logan Square,0.83874285,0.83035529,335000,0.012861736,4333.3501,28830,30287,0.11570248,0.51239669,220300,0.72312081,0.046622265,0.3625119,0.006184586,0.18981922,0.034253091,84688,0.47227743,0.08305721
2009-2015,90,Logan Square,0.81161964,0.81161964,454750,0.012792859,6203.9351,38341,38793.5,0.14444445,0.088888891,220400,0.7498998,0.034468938,0.36032063,0.003607214,0.16513026,0.046893787,57639,0.44858301,0.13157895
2009-2015,148,Logan Square,0.87128347,0.85606968,325000,0.013288369,4204.4746,28642,28642,0.12162162,0.66216218,220500,0.71363288,0.062833205,0.32063976,0.001523229,0.17136329,0.050647374,59375,0.41498348,0.25009182
2009-2015,56,Logan Square,0.94390035,0.92461145,325000,0.013344286,4111,30482,32449,0.19642857,0.375,220601,0.62117779,0.072480179,0.49320498,0.002831257,0.25537938,0.048131369,34312,0.21149144,0.23105134
2009-2015,165,Logan Square,0.86307693,0.84451616,290000,0.013346828,3615.77,24567,25489,0.16969697,0.4969697,220602,0.64830172,0.079383887,0.46662718,0.00750395,0.22176145,0.043048974,41957,0.37290606,0.22515868
2009-2015,68,Logan Square,1.0030911,0.98479998,216000,0.015047517,3224.8999,24139,24548,0.13235295,0.27941176,220701,0.50945592,0.038987488,0.78585976,0.006400931,0.39482108,0.050334595,43507,0.1081827,0.34165862
2009-2015,82,Logan Square,1.0807765,1.001111,243050,0.016105801,4349.5801,28268,29493.5,0.1097561,0.15853658,220702,0.51157635,0.076108374,0.72463053,0.004926108,0.3721675,0.035221674,44101,0.15607421,0.23123878
2009-2015,45,Logan Square,1.0112766,1.0018387,222500,0.016451446,3310.3401,21665,21665,0.022222223,0.06666667,220901,0.43596342,0.11006289,0.80417383,0.009148085,0.39622641,0.048599198,45202,0.087663278,0.3640058
2009-2015,83,Logan Square,0.59928,0.59928,375000,0.009527869,3471.6699,21910,21910,0.072289154,0.43373495,220902,0.47404331,0.044793829,0.84040344,0.010975972,0.41412044,0.05606645,46518,0.081397116,0.29460895
2009-2015,78,Logan Square,0.93681645,0.88978648,206500,0.014517829,3072.4199,20365,20365,0.11538462,0.41025642,221000,0.46151215,0.096134111,0.70886075,0.008894971,0.39787889,0.035579883,39792,0.12025317,0.29313791
2009-2015,177,Logan Square,0.88830769,0.84767199,259000,0.012834574,3255.6499,22096,22506,0.20338982,0.57062149,221100,0.59034908,0.11232033,0.55503082,0.004928132,0.24271047,0.04969199,42039,0.23511134,0.20362507
2009-2015,194,Logan Square,0.86945724,0.82577163,290000,0.013324399,3744.4399,23957.5,25167.5,0.2525773,0.67525774,221200,0.64615387,0.074825175,0.43636364,0.005944056,0.23111889,0.041958041,53478,0.2983638,0.15322426
2009-2015,113,Logan Square,0.82851946,0.81953406,340000,0.013460085,4207.8799,27135,27408,0.14159292,0.49557522,221300,0.6238361,0.059590317,0.51427686,0.005896959,0.2793296,0.031346988,41116,0.29345602,0.19495569
2009-2015,149,Logan Square,0.76466203,0.75683331,324900,0.011709504,3659.22,25165,25276,0.28859061,0.52348995,221400,0.61423838,0.02549669,0.58907282,0.008278146,0.32119206,0.030794702,45724,0.19954278,0.2155454
2009-2015,131,Logan Square,0.84934258,0.82084846,338500,0.012606097,4297.9399,28799,29586,0.15267175,0.37404579,221500,0.64581126,0.074584655,0.48250264,0.00600919,0.23966065,0.033934254,41771,0.24085477,0.15900037
2009-2015,316,Logan Square,0.88935667,0.84947264,486250,0.013634827,6579.8604,42546.5,44525.5,0.22151899,0.41455695,221600,0.81946784,0.023576962,0.18491074,0.001684069,0.12630515,0.028965982,64855,0.47815859,0.12836021
2009-2015,263,Logan Square,0.83377951,0.79479998,450000,0.012730744,6068.52,39320,40750,0.23574145,0.54372627,222200,0.84832639,0.024581591,0.14539748,0.0041841,0.095711298,0.027196653,114038,0.67539954,0.053445116
2009-2015,52,Logan Square,0.97435415,0.93788588,317500,0.013914322,4544.9951,29169.5,31016,0.096153848,0.21153846,222500,0.5106383,0.090780139,0.6347518,0.010638298,0.34539008,0.04255319,49167,0.16531833,0.18149842
2009-2015,63,Logan Square,0.86942583,0.82921213,295000,0.012266274,3361.8101,23712,23867,0.25396827,0.47619048,222600,0.56554306,0.12421972,0.50124842,0.015605493,0.23970038,0.054931335,36228,0.23336428,0.20303312
2009-2015,83,Logan Square,0.97819608,0.90683639,211000,0.012381539,2659.8999,21000,22741,0.3253012,0.6987952,222700,0.51633108,0.15391499,0.66577178,0.005369128,0.28366891,0.040715884,42608,0.10400171,0.33939654
2009-2015,23,Logan Square,1.0097177,0.87341774,237000,0.012191592,2691.5,20700,21814,0.52173913,0.13043478,222800,0.38640594,0.13128492,0.77188081,0.01396648,0.41899443,0.049348231,16324,0.17698209,0.46751919
2009-2015,25,Logan Square,1.0501449,1.0302222,185000,0.012674966,3367.1499,21738,22318,0.23999999,0.2,222900,0.40514469,0.081189707,0.85852093,0.012057878,0.43649518,0.065112539,40123,0.076250993,0.29150119
2009-2015,49,Humboldt Park,1.0150685,0.96788234,242500,0.014445897,3141.9199,22902,23443,0.20408164,0.22448979,230100,0.45224893,0.17560074,0.63955635,0.00616143,0.31916204,0.046826866,37571,0.16804583,0.25970718
2009-2015,40,Humboldt Park,0.96607012,0.89405984,252500,0.013348456,2428.6699,19684,20782,0.25,0.25,230200,0.44897959,0.12624584,0.79924065,0.008542952,0.37968677,0.036544852,52188,0.11471456,0.20530689
2009-2015,10,Humboldt Park,0.96009159,0.85348463,250000,0.012353113,3269.845,28193.5,29179,0.30000001,0,230300,0.38769531,0.087890625,0.88476563,0.00390625,0.48144531,0.0390625,42500,0.028917911,0.24440299
2009-2015,33,Humboldt Park,1.27824,1.2728426,180000,0.017112572,3456.1399,22042,22606,0.060606062,0,230400,0.47029513,0.062859334,0.89267921,0.016098121,0.38750479,0.063242622,47500,0.026240731,0.23464537
2009-2015,18,Humboldt Park,1.2680809,1.2680809,172500,0.021339431,3977.6499,25988.5,25988.5,0.11111111,0,230500,0.35490197,0.10476191,0.87675071,0.005882353,0.49803922,0.036414567,26250,0.010198301,0.22124647
2009-2015,58,Humboldt Park,1.3241856,1.3241856,145000,0.022479702,3082.2451,19223.5,19451,0.068965517,0,230600,0.25007334,0.34834263,0.63024348,0.011146964,0.3593429,0.031094162,33011,0.05325285,0.41341382
2009-2015,67,Humboldt Park,1.1675333,1.1355263,145000,0.018449347,2728.47,17513,17654,0.059701491,0.014925373,230700,0.32071024,0.15603395,0.81693906,0.013827781,0.46087366,0.048554368,38319,0.046958931,0.19199446
2009-2015,18,Humboldt Park,1.1247392,1.1247392,161750,0.019618258,2646.4551,16593.5,16593.5,0.055555556,0,230800,0.44901064,0.066210046,0.87366819,0.009893456,0.42009133,0.05479452,52667,0.17626527,0.062827222
2009-2015,90,Humboldt Park,0.84738541,0.84350514,210000,0.013553967,2918.9351,18833,19061.5,0.088888891,0.1,230900,0.38433042,0.22374514,0.67419893,0.01092795,0.3259863,0.055010188,34512,0.15301785,0.37064323
2009-2015,12,Humboldt Park,1.3679376,1.3679376,130000,0.020572985,2238.7749,17035.5,17035.5,0.083333336,0,231100,0.10841424,0.74514562,0.26051781,0.002427185,0.1197411,0.024271844,30598,0.046393927,0.24968368
2009-2015,80,Humboldt Park,0.93865263,0.93865263,225000,0.012907754,1889.3999,13068.5,14861.5,0.47499999,0.36250001,231200,0.10319934,0.71993434,0.27317473,0.002789171,0.15406071,0.020016408,22576,0.04258845,0.43301019
2009-2015,45,Humboldt Park,1.2552533,1.2518125,135000,0.018933667,2695.4099,18449,18449,0.044444446,0.044444446,231500,0.032290116,0.9216758,0.065076999,0.000993542,0.032455705,0.012584865,19455,0.026585046,0.4111937
2009-2015,227,West Town,0.85452574,0.81390363,395000,0.013103792,5216.6201,32648,34569,0.29074889,0.67841411,240200,0.83471072,0.031680442,0.14669421,0,0.1046832,0.02892562,100664,0.55879462,0.080576479
2009-2015,162,West Town,0.77438539,0.74829471,817450,0.011868293,7827.3447,50106,52557.5,0.19135803,0.39506173,240300,0.88458616,0.006074411,0.10858011,0.006833713,0.071374334,0.031131359,102188,0.59346503,0.056231003
2009-2015,602,West Town,0.83292592,0.80853879,349000,0.012764597,4213.8447,28525.5,29395,0.3039867,0.92691028,240500,0.86050642,0.023989338,0.081741445,0.002221235,0.086628169,0.026654821,107394,0.70118612,0.076642334
2009-2015,157,West Town,0.73022997,0.72574556,316000,0.01203918,4060.8999,26673,27437,0.17834395,0.63057327,240600,0.70487303,0.043925874,0.49965683,0.010295127,0.20178449,0.039121483,103009,0.50990856,0.22865854
2009-2015,79,West Town,0.8342703,0.83247787,450000,0.013407568,5162.0498,33587,33704,0.1392405,0.2658228,240700,0.51205212,0.12899023,0.60000002,0.01237785,0.30032572,0.046254072,55833,0.26729745,0.26552334
2009-2015,60,West Town,0.84847677,0.82476306,309500,0.011843,3882.585,27776.5,29816.5,0.2,0.40000001,240800,0.49721706,0.13481757,0.67903525,0.024118738,0.28262213,0.06122449,32391,0.18418661,0.29930323
2009-2015,24,West Town,0.7967912,0.75506717,279125,0.009067874,2788.9399,26564.5,27345.5,0.083333336,0.29166666,240900,0.45600677,0.20727581,0.54737735,0.019458545,0.26142132,0.055837564,36250,0.24708624,0.25827506
2009-2015,77,West Town,0.91290909,0.84778923,245000,0.013245833,3032.8701,22980,25252,0.20779221,0.54545456,241000,0.45627749,0.28041035,0.5334636,0.009281876,0.20810942,0.04592086,37083,0.17598152,0.29237875
2009-2015,210,West Town,0.87203741,0.85993379,310000,0.013339348,4025.3901,27300.5,28076.5,0.12857144,0.6047619,241100,0.54291147,0.18984248,0.38565996,0.011135252,0.20016296,0.055947855,48099,0.28477603,0.28582686
2009-2015,127,West Town,0.89934248,0.89280277,462000,0.014453871,7166.29,47045,47286,0.16535433,0.41732284,241200,0.71580189,0.092570752,0.23525943,0.005306604,0.15212265,0.034198113,89183,0.43273604,0.13907462
2009-2015,167,West Town,0.85954285,0.84302855,419000,0.013397605,5565.3501,35805,36762,0.14371258,0.7784431,241300,0.77544427,0.11039311,0.13570274,0.002154012,0.081852451,0.030156165,97596,0.57249266,0.141527
2009-2015,403,West Town,0.87381279,0.86181563,460000,0.013710276,5994.6802,40120,40704,0.15632755,0.65012407,241400,0.80500543,0.073775843,0.13732317,0.002611534,0.092491835,0.026115343,84479,0.59497297,0.22611094
2009-2015,328,West Town,0.86741781,0.85841155,450500,0.013466405,6325.9805,39931.5,41624.5,0.16463415,0.62804878,241500,0.78342617,0.028551532,0.20821726,0.001044568,0.15389971,0.033077996,86903,0.61045706,0.11668975
2009-2015,218,West Town,0.88240618,0.87580478,370000,0.013616601,4701.8154,32176.5,32352,0.068807341,0.78899086,241600,0.70923209,0.033362094,0.30227208,0.007765315,0.22260569,0.0270348,65058,0.54514384,0.16149245
2009-2015,290,West Town,0.8927632,0.86869013,395000,0.014065716,5421.875,35028.5,36347,0.16551724,0.73103446,242000,0.58247536,0.1864184,0.29967141,0.005038335,0.19956188,0.026506023,52242,0.37240919,0.1838645
2009-2015,488,West Town,0.85262436,0.84269571,425000,0.013607695,5381.0752,36368.5,36814,0.1352459,0.85655737,242100,0.75411183,0.020285089,0.23547149,0.007949562,0.18640351,0.03125,90670,0.6084556,0.091239288
2009-2015,436,West Town,0.84588552,0.83425838,425000,0.013272559,5552.9102,36623,37169.5,0.15825687,0.76834863,242200,0.78635097,0.025069637,0.21253482,0.003064067,0.16490251,0.020612814,79858,0.56339884,0.15199894
2009-2015,296,West Town,0.83867776,0.82810593,404850,0.013463928,5135.085,34438.5,34548.5,0.22297297,0.71621621,242300,0.86481482,0.019753087,0.13703704,0.004938272,0.081172839,0.029320987,72042,0.59675515,0.071681418
2009-2015,147,West Town,0.88200003,0.85691428,340000,0.013823034,4136.8198,25765,28869,0.19727892,0.67346936,242400,0.9001447,0.015195369,0.076700434,0.001085384,0.059696093,0.023878437,66190,0.52902097,0.086363636
2009-2015,204,West Town,0.89567113,0.86702108,323197.5,0.013557134,4175.1553,29124.5,29782,0.18137255,0.64705884,242500,0.71931356,0.047993019,0.36881909,0.002908668,0.19197208,0.03781268,42451,0.23872964,0.16740681
2009-2015,210,West Town,0.91725749,0.90059036,294250,0.014357904,3890.8301,26918.5,27187,0.13809524,0.59523809,242600,0.60349852,0.11867604,0.45703995,0.007545875,0.22912022,0.041159321,46215,0.28643477,0.29043478
2009-2015,67,West Town,0.95892745,0.93150502,260000,0.012667152,3013.0901,25767,28447,0.17910448,0.50746268,242700,0.4070971,0.30014786,0.49975356,0.003449975,0.25135535,0.03794973,23688,0.17321613,0.37538779
2009-2015,95,West Town,0.95836365,0.93303514,349000,0.014524602,4667.4302,32433,33747,0.18947369,0.33684212,242800,0.867688,0.022980502,0.18941504,0.000696379,0.092618383,0.016016712,61563,0.39581972,0.11757021
2009-2015,136,West Town,0.88723397,0.87571436,382500,0.013587188,4900.79,34444.5,35021.5,0.20588236,0.44117647,242900,0.80419159,0.016766466,0.26107785,0.001796407,0.14910179,0.028143713,47022,0.56013,0.16901408
2009-2015,222,West Town,0.90141416,0.89382839,379500,0.013970963,5244.3999,35034.5,36121.5,0.17567568,0.41891891,243000,0.72096187,0.034029037,0.3516334,0.000907441,0.21279491,0.031306714,66755,0.3699978,0.16575553
2009-2015,200,West Town,0.84475791,0.83400303,425000,0.013731263,5650.7852,36139,37321,0.125,0.31,243100,0.62265831,0.030776093,0.49509367,0.007136485,0.31400535,0.025423728,68446,0.3216165,0.13723427
2009-2015,212,West Town,0.90972531,0.87894022,416000,0.013734302,5603.6748,36011,37700,0.2264151,0.49056605,243200,0.63732719,0.039631337,0.40414748,0.004608295,0.28525347,0.033179723,89048,0.42500001,0.087735847
2009-2015,224,West Town,0.92360646,0.89770448,398450,0.01390985,5261.1299,34357.5,36068,0.20535715,0.6875,243300,0.76739311,0.017602682,0.26529756,0.010477787,0.17435038,0.030176027,66417,0.44473627,0.10549355
2009-2015,239,West Town,0.89197403,0.87592918,311000,0.013564961,3930.6399,26372,27096,0.23430963,0.79079497,243400,0.61612797,0.069643453,0.38887039,0.009663446,0.27124292,0.033322226,63902,0.42590451,0.093176939
2009-2015,401,West Town,0.85061109,0.81691396,349900,0.012803407,4429.25,29211,30340,0.31670824,0.84538651,243500,0.72761321,0.13517195,0.090909094,0.003064351,0.10623085,0.027919646,96023,0.58958399,0.18408123
2009-2015,45,Austin,1.0284616,1.0175427,162000,0.015011384,2458.6201,16822,17064,0.06666667,0,250200,0.19820157,0.60621953,0.36418134,0.00524541,0.16523042,0.025103034,32750,0.047072116,0.25720203
2009-2015,93,Austin,1.1882457,1.1394782,175000,0.017577747,3103.3,20521,21333,0.22580644,0.086021505,250300,0.10835979,0.75555557,0.21671958,0.004232804,0.1189418,0.012910053,31788,0.056218233,0.307437
2009-2015,92,Austin,1.152822,1.1296418,170000,0.017896332,3028.45,19536.5,19546.5,0.065217391,0,250400,0.05996263,0.84712076,0.13232546,0.008833022,0.07168337,0.012400203,43633,0.054032061,0.21612824
2009-2015,318,Austin,1.117327,1.0846195,230000,0.016127698,3718.4951,24759.5,25097.5,0.12893082,0.17924528,250500,0.50875562,0.31321305,0.2491377,0.003581852,0.1394269,0.035022553,67646,0.24262993,0.1067412
2009-2015,69,Austin,0.89392209,0.8917647,184000,0.014461428,2419.2,15511,15511,0.043478262,0.028985508,250600,0.029398462,0.90434194,0.076209858,0.001356852,0.05133424,0.013568521,46927,0.069479965,0.26534528
2009-2015,51,Austin,1.0220799,1.0220799,170000,0.01570786,2593.4099,18328,18485,0.078431375,0,250700,0.032305673,0.93784845,0.05706789,0.000655953,0.0208265,0.008363398,29283,0.04057299,0.29212552
2009-2015,33,Austin,1.0845026,1.0845026,160000,0.01669842,2557.1599,16814,16814,0.030303031,0,250800,0.044212218,0.82958198,0.15795819,0.003215434,0.10691319,0.01607717,39500,0.063445382,0.23613445
2009-2015,4,Austin,0.86665624,0.86665624,130500,0.014129333,2357.9448,17920.5,17920.5,0,0,251000,0.023708722,0.90770531,0.084674008,0.00931414,0.053344622,0.00592718,23214,0.034077078,0.43164301
2009-2015,34,Austin,1.1518065,1.1518065,138250,0.018203095,2582.8901,16622.5,16622.5,0.14705883,0,251100,0.019060902,0.9386332,0.049976755,0.004649,0.026034402,0.011622502,26464,0.051794142,0.37024033
2009-2015,49,Austin,1.0093846,1.0093846,175000,0.014288467,2483.5701,15708,15708,0.06122449,0,251200,0.028598666,0.92755008,0.065776929,0.000476644,0.036463298,0.006911344,40391,0.050356179,0.26258904
2009-2015,49,Austin,0.95074999,0.95074999,175000,0.015297654,2605.49,16350,16602,0.040816326,0,251300,0.023166023,0.93497258,0.051209103,0.002235318,0.022962812,0.016663279,30039,0.045384217,0.30118617
2009-2015,35,Austin,0.99167204,0.99167204,169000,0.01369448,2271.0901,16198,16198,0.057142857,0,251400,0.051468741,0.9141351,0.035149384,0.001255335,0.016319357,0.016821491,28824,0.091241337,0.35463139
2009-2015,28,Austin,1.1720464,1.1720464,169500,0.015571057,2478.1602,16644,16644,0.035714287,0.035714287,251500,0.020275921,0.95296824,0.02236622,0.00104515,0.012332776,0.013377926,32135,0.040617023,0.26811674
2009-2015,28,Austin,1.1700168,1.0810163,115000,0.020157365,2429.2051,14944.5,15838.5,0.14285715,0,251600,0.014524527,0.95944095,0.036996439,0.003014525,0.015620718,0.007399288,28826,0.02608823,0.32624945
2009-2015,10,Austin,1.0106318,1.0106318,118000,0.011337534,1429.28,12228,12228,0,0,251700,0.037458193,0.89899665,0.096989967,0.001337793,0.054849498,0.00735786,22230,0.095238097,0.54311454
2009-2015,21,Austin,1.3965807,1.3412222,155000,0.022245999,2967.9199,20291,20291,0.19047619,0,251800,0.004890454,0.97769952,0.017801251,0.002543036,0.004303599,0.01056338,19722,0.036360025,0.41386846
2009-2015,39,Austin,0.71807998,0.71807998,149900,0.01306008,2090.6201,13407,13407,0.025641026,0.61538464,251900,0.018146921,0.96091431,0.023905078,0.001570407,0.010818357,0.008549991,22587,0.04527726,0.41665253
2009-2015,24,Austin,1.0562811,1.0341694,168500,0.016017707,3006.8599,19324,19770,0.16666667,0.125,252000,0.017835286,0.96328032,0.018010141,0.001573702,0.008742787,0.008567931,21822,0.071501881,0.40198427
2009-2015,3,Austin,0.93963158,0.93963158,190000,0.017218474,3074.73,17853,17853,0,0,252101,0.021167884,0.95328468,0.01459854,0,0.006569343,0.018978102,30509,0.11061796,0.25810856
2009-2015,32,Austin,0.97391069,0.97391069,152500,0.016037006,2723.8301,16265.5,16265.5,0,0.03125,252102,0.004504505,0.97763282,0.006523765,0.003727866,0.002329916,0.011804909,28257,0.05992987,0.28992668
2009-2015,11,Austin,1.09368,1.0102,150000,0.01509696,2753.1201,19521,19521,0,0,252201,0.024043346,0.96613616,0.012529631,0.002709109,0.003386387,0.003725025,27553,0.049589727,0.3289333
2009-2015,22,Austin,1.1133158,1.1127884,169500,0.019631412,3140.4448,18040.5,18686,0.13636364,0,252202,0.006725971,0.97830331,0.013234975,0.000216967,0.006942938,0.007810805,37724,0.051777776,0.27777779
2009-2015,5,West Garfield Park,1.0352414,0.92103446,77032,0.016751103,2428.9099,13355,15011,0.2,0,260100,0.016826924,0.9463141,0.03926282,0.004006411,0.022435898,0.010416667,11723,0.039510075,0.56973529
2009-2015,4,West Garfield Park,1.5158321,1.4940114,119750,0.024738304,3281.9849,19228,20070,0.5,0,260200,0.019366197,0.95862675,0.022887323,0.003521127,0.006161972,0.012323944,25987,0.016695958,0.33655536
2009-2015,3,West Garfield Park,1.1418605,1.1418605,52500,0.017806511,1003.95,6244,7805,0.33333334,0.66666669,260300,0.008951407,0.9725064,0.023657288,0.003196931,0.004475704,0.010869565,22609,0.064304464,0.42979002
2009-2015,4,West Garfield Park,1.2220542,1.2220542,151500,0.01938469,3380.615,18516,18516,0.25,0,260400,0.006294257,0.95908731,0.040125884,0,0.017309206,0.017309206,22063,0.035112862,0.6091007
2009-2015,6,West Garfield Park,1.2194279,1.2194279,147500,0.018634588,2702.46,20113,20113,0,0,260500,0.005687694,0.98086864,0.006204757,0.000517063,0.002585315,0.010341262,26447,0.039999999,0.39232877
