taxyear,N,community,ratio1,ratio,value,erate,taxes,av,av1,appeal_flag,condo,tract2010,white,black,hispanic,nativ,asian,two,medhinc,college,poverty
2009-2015,196,Not in Chicago,1.1663077,1.1201144,150000,0.023121363,2820.52,14230,14470,0.06122449,0.33673468,822400,0.86716992,0.03919049,0.12865403,0.002569868,0.064567938,0.026501767,49477,0.12207752,0.17354465
2009-2015,223,Not in Chicago,0.96380681,0.9299348,169900,0.020549847,3214.4199,15469,16646,0.13901345,0.1748879,822500,0.86554432,0.028058361,0.16026936,0.004938272,0.081257015,0.02020202,69002,0.20660885,0.040619168
2009-2015,228,Not in Chicago,1.1011794,1.0471224,166000,0.025974985,4822.0947,18090.5,18555,0.15350877,0.15350877,822601,0.90559286,0.021700224,0.12505592,0.000223714,0.063087247,0.009395973,62530,0.23978202,0.11148956
2009-2015,349,Not in Chicago,1.1125345,1.0553153,154000,0.026823405,3593.1299,15839,16171,0.18911175,0.50143266,822602,0.85172069,0.04956805,0.10055233,0.000708115,0.072227731,0.025775386,49511,0.2135548,0.10262495
2009-2015,281,Not in Chicago,1.1603909,1.129953,93000,0.023796342,2317.23,9974,10186,0.10676157,0.58007115,822701,0.78593636,0.11337001,0.16670653,0.003587659,0.082037792,0.015068166,46129,0.23708498,0.11338847
2009-2015,245,Not in Chicago,1.1108502,1.0813514,173000,0.026945602,4277.8501,19254,19681,0.15510204,0.28979591,822702,0.82536715,0.089452602,0.12389853,0.002403204,0.069692925,0.013084112,46828,0.19300699,0.043916084
2009-2015,185,Not in Chicago,1.1451553,1.0688434,150000,0.024542872,3029.1799,12245,12260,0.17837837,0.46486485,822801,0.86547083,0.056502242,0.11599402,0.002690583,0.062182363,0.013153961,61156,0.27427456,0.025111606
2009-2015,178,Not in Chicago,1.1026652,1.095232,179500,0.027293708,4814.3896,18796,18923,0.084269665,0.15168539,822802,0.92588496,0.01659292,0.11393806,0.001382743,0.045353983,0.010785398,59318,0.2232118,0.052602284
2009-2015,61,Not in Chicago,1.1133794,1.1133794,146500,0.024115968,3843.47,15811,15812,0.065573767,0,822900,0.86336923,0.029382957,0.13320275,0.001958864,0.062683642,0.042605288,54693,0.070351757,0.15427136
2009-2015,171,Not in Chicago,1.2087097,1.1379,115000,0.026831554,2728.55,11759,12129,0.11111111,0.55555558,823001,0.80217052,0.10527132,0.12666667,0.003100775,0.060620155,0.02883721,49049,0.14164791,0.0921022
2009-2015,168,Not in Chicago,1.076112,1.0547768,151500,0.028349005,4141.8799,15403.5,15445.5,0.11309524,0.16071428,823002,0.85831827,0.035543855,0.12703636,0.002139214,0.075530693,0.028467994,55659,0.12809007,0.082565062
2009-2015,176,Not in Chicago,1.1152773,1.0800769,128500,0.030861698,3529.9048,13166,13435,0.15909091,0.38068181,823101,0.90979147,0.021758839,0.10403445,0.001586582,0.047144152,0.019718949,57125,0.13610202,0.10946846
2009-2015,135,Not in Chicago,1.1377368,1.1192647,155000,0.031669848,4748.6602,17083,17083,0.12592593,0.074074075,823102,0.90304863,0.019774787,0.12606427,0.001922549,0.057401814,0.017852239,60129,0.083822742,0.14468767
2009-2015,210,Not in Chicago,1.0620708,1.0401638,158250,0.026000287,3908.6299,16503.5,16896.5,0.076190479,0.41428572,823200,0.8269428,0.052901372,0.14906704,0.004305926,0.088374004,0.027475907,74115,0.1195954,0.023006743
2009-2015,141,Not in Chicago,1.1190476,1.11,140000,0.028858477,3967.1001,14677,15669,0.078014188,0.26241136,823302,0.56213325,0.29133585,0.22454263,0.003797032,0.11580946,0.026924405,48836,0.093286097,0.15890688
2009-2015,152,Not in Chicago,1.0804203,1.0514274,152750,0.026903566,3901,15240,15520.5,0.092105262,0.078947365,823303,0.76654124,0.10798849,0.19805266,0.003540606,0.099358268,0.022571364,52839,0.1093801,0.096306786
2009-2015,191,Not in Chicago,1.1174359,1.1042029,130000,0.025265409,3198.3601,13834,14168,0.11518325,0.10471204,823304,0.68567574,0.18660368,0.1911591,0.002699511,0.099713176,0.025307912,43041,0.097651631,0.11336374
2009-2015,121,Not in Chicago,1.0223529,1.0223529,120000,0.026240621,3183.2,11362,11482,0.0661157,0.049586777,823400,0.46377671,0.22783056,0.45071259,0.010095011,0.26425177,0.034045924,49125,0.066847883,0.18946944
2009-2015,96,Not in Chicago,0.99599987,0.99599987,124950,0.02756853,3504.1299,11880,11880,0.072916664,0,823500,0.59559953,0.179978,0.43982399,0.009680968,0.1839384,0.030803081,47178,0.095761888,0.13479996
2009-2015,476,Not in Chicago,1.0641668,1.0297201,150000,0.021011595,2988.5449,14756,14884.5,0.17647059,0.59663868,823602,0.92915273,0.027126217,0.053135473,0.002553056,0.027604915,0.013563109,55808,0.17393439,0.03763397
2009-2015,15,Not in Chicago,1.1347692,0.95612502,90000,0.022681,2009.67,6771,8491,0.26666668,0,823603,0.28978536,0.48667654,0.46743155,0.005921539,0.19467062,0.022945967,26458,0.050511125,0.42333132
2009-2015,179,Not in Chicago,1.0455095,1,247400,0.023223968,5644.8999,23617,23664,0.29608938,0.23463687,823604,0.94997203,0.016210174,0.040245946,0.000279486,0.023756288,0.009782001,75403,0.36131892,0.067054585
2009-2015,218,Not in Chicago,1.0513856,1.028785,224750,0.024541959,5222.585,22952.5,23219.5,0.12844037,0.19724771,823605,0.89575547,0.055421155,0.060259514,0.002639103,0.033208709,0.012975588,78160,0.2437883,0.065292478
2009-2015,255,Not in Chicago,1.0244144,1.0010976,175000,0.02469819,3875.6699,18330,18374,0.17254902,0.43921569,823702,0.80631578,0.1249624,0.074436091,0.001052632,0.053082708,0.014586466,49852,0.16696778,0.09545318
2009-2015,161,Not in Chicago,1.0593125,1.0356333,151000,0.025755877,3876.76,15179,15926,0.21118012,0.49068323,823703,0.8541562,0.018136021,0.11851385,0.002015113,0.094206549,0.031486146,48039,0.126644,0.1575672
2009-2015,174,Not in Chicago,1.0506977,1.040767,195000,0.025500935,5055.7148,19883,19940.5,0.028735632,0.11494253,823704,0.91194028,0.013930349,0.12164179,0,0.061940297,0.012189055,75929,0.18998654,0.08495532
2009-2015,127,Not in Chicago,1.0638326,1.05313,210000,0.02604028,5288.2002,21119,21161,0.062992126,0.062992126,823705,0.88155043,0.038977914,0.12407969,0.000649632,0.061931573,0.016890429,54318,0.15767546,0.2059609
2009-2015,259,Not in Chicago,1.0193421,1.00625,330000,0.018467333,5725.4702,33058,33524,0.061776061,0.30501932,823801,0.93684393,0.005248426,0.053358991,0.001049685,0.049160253,0.007697691,80750,0.3098022,0.050989009
2009-2015,330,Not in Chicago,1.0416312,1.0179412,160000,0.02173006,3068.75,17836.5,18105,0.13636364,0.47878787,823803,0.92352068,0.013461539,0.081360944,0.00147929,0.047928993,0.013609467,57768,0.1640342,0.10128967
2009-2015,296,Not in Chicago,1.0610816,1.0120499,120000,0.018577367,2269.3901,12385,12837,0.19932432,0.72297299,823805,0.93599731,0.012868269,0.047409415,0.004740941,0.031832036,0.014561463,54205,0.21546867,0.063513741
2009-2015,176,Not in Chicago,1.1110251,1.0895128,135000,0.025126643,3092.6201,13800,14188,0.073863633,0.38068181,823806,0.8853606,0.031485468,0.10522067,0.00080732,0.05812702,0.024219591,50015,0.074509807,0.1697479
2009-2015,237,Not in Chicago,1.0553939,1.0238806,295000,0.018877838,5239.1802,28848,30056,0.13080169,0.21097046,823901,0.89514065,0.019323671,0.035521455,0.000852515,0.063938618,0.02074453,78368,0.3650859,0.015395189
2009-2015,230,Not in Chicago,1.0341711,1.0048281,270000,0.020661026,5799.355,28121.5,28876,0.10869565,0.1173913,823903,0.94370085,0.011472275,0.041215211,0.000637349,0.033142127,0.011047376,92188,0.30253565,0.031341821
2009-2015,373,Not in Chicago,0.9915356,0.96888524,195000,0.020248825,4001.4399,21505,21565,0.13404825,0.56032169,823904,0.95343626,0.008217132,0.025398407,0.000498008,0.028884463,0.008964144,71991,0.34512725,0.059093732
2009-2015,255,Not in Chicago,0.97777271,0.97138888,276500,0.018110776,4853.5898,27273,27503,0.10980392,0.015686275,824003,0.95959598,0.000789141,0.049873736,0.000631313,0.025568182,0.013415404,88200,0.25634727,0.003603604
2009-2015,196,Not in Chicago,0.99701828,0.98527908,357500,0.018089693,6266.4199,33857,34054,0.13265306,0.025510205,824004,0.95829457,0.005957922,0.048221931,0.00037237,0.026624465,0.008750699,91146,0.27785924,0.040505864
2009-2015,264,Not in Chicago,1.0158926,0.98738694,322500,0.018752461,5586.375,30524.5,31892.5,0.17424242,0.087121211,824005,0.9582957,0.00451345,0.052897636,0.001624842,0.02437263,0.011193356,91711,0.20035842,0.016666668
2009-2015,281,Not in Chicago,0.98712873,0.95842355,425000,0.018773653,7099.77,36330,38158,0.17437722,0.053380784,824006,0.93948799,0.013964313,0.052754074,0.002844582,0.0320662,0.011636928,100774,0.29213482,0.01557712
2009-2015,390,Not in Chicago,1.0562679,1.0094228,228000,0.02127992,4646.5151,22655.5,23700,0.10512821,0.32820514,824105,0.93221331,0.008035062,0.057852447,0.00073046,0.047626004,0.011395179,94395,0.28425357,0.015191353
2009-2015,358,Not in Chicago,1.0157897,0.98848844,220000,0.020032387,3832.24,22284.5,22334,0.13407822,0.42458099,824106,0.90867901,0.015857285,0.070366703,0.001415829,0.061730143,0.012317712,78468,0.28081611,0.049447436
2009-2015,447,Not in Chicago,1.04352,1,187500,0.022764947,3715.24,19425,20711,0.1655481,0.49888143,824107,0.91205913,0.012628985,0.066995226,0.000616048,0.060680732,0.014015093,70043,0.23460545,0.063858904
2009-2015,279,Not in Chicago,1.0401578,1.0258604,196000,0.023319298,4466.4302,19362,19835,0.096774191,0.053763442,824108,0.82401091,0.070693292,0.10517177,0.001736326,0.083095625,0.020463847,71331,0.18607603,0.063336931
2009-2015,284,Not in Chicago,1.0190625,1,272250,0.02048794,5513.605,27205,27784,0.15845071,0.16549295,824113,0.90429747,0.01188662,0.053032611,0.000457178,0.073148429,0.010210302,98397,0.24459428,0.048980858
2009-2015,328,Not in Chicago,1.004266,0.98713458,267700,0.021209914,5698.0254,26243.5,27000,0.15548781,0.030487806,824114,0.89912933,0.024421321,0.040985346,0.001274156,0.057549372,0.017625824,92352,0.38576543,0.095388502
2009-2015,247,Not in Chicago,1.0514966,1.0025793,174000,0.020458112,3596.0901,17748,18042,0.16194332,0.38866398,824115,0.87780613,0.018877551,0.11377551,0.001020408,0.078571431,0.023724489,67942,0.24604997,0.027548954
2009-2015,291,Not in Chicago,1.0661145,1.0233179,190000,0.021274468,4020.98,19288,19463,0.10309278,0.38831615,824116,0.89020771,0.015472658,0.1231454,0.001271725,0.076515473,0.016532429,49621,0.15871666,0.06714119
2009-2015,486,Not in Chicago,1.0328108,1.0079281,236250,0.024626717,5695.3252,23775,24031,0.12962963,0.24074075,824117,0.91203892,0.013173895,0.058167815,0.000709364,0.062525332,0.011552493,100814,0.28242281,0.011878552
2009-2015,338,Not in Chicago,1.0281717,1.0042341,272250,0.021878378,5328.8848,27642.5,28733.5,0.12426036,0.07692308,824119,0.90995592,0.014977974,0.053039648,0.000352423,0.060088105,0.01462555,103532,0.25627926,0.032865047
2009-2015,664,Not in Chicago,1.0003741,0.96648765,230000,0.019512422,4470.3149,22554,22937.5,0.15963855,0.46686748,824120,0.90092164,0.022695852,0.035483871,0.000576037,0.063364059,0.012442396,76288,0.29517129,0.060170423
2009-2015,168,Not in Chicago,1.0205297,1,182000,0.024446178,3968.0249,17963.5,18372.5,0.095238097,0.38095239,824121,0.92627597,0.011972275,0.066792689,0.002835539,0.036546946,0.022369251,81291,0.22252293,0.021951586
2009-2015,396,Not in Chicago,1.0287522,1,175750,0.022465151,3717.8901,17932,18083,0.13383839,0.49494949,824122,0.91748405,0.010742644,0.052312005,0.001401214,0.056204267,0.014167834,82145,0.22680412,0.051952269
2009-2015,394,Not in Chicago,1.0498309,1.0312629,184500,0.024729457,4616.585,18804,19042.5,0.063451774,0.23350254,824123,0.90523463,0.024755029,0.084321812,0.002320784,0.049381126,0.018308407,79423,0.19760555,0.014870825
2009-2015,42,Not in Chicago,0.91996527,0.91996527,85750,0.0248015,2411.74,8122.5,8122.5,0.095238097,0,824300,0.06564188,0.88678855,0.078936435,0.003946822,0.033028666,0.010594101,25851,0.097610161,0.2240597
2009-2015,35,Not in Chicago,1.0139964,1.0026842,172000,0.018692506,3718.3701,18775,18775,0.028571429,0.085714288,824400,0.50366855,0.41303408,0.11307725,0.001294778,0.068623222,0.01337937,45500,0.073449992,0.1330741
2009-2015,386,Not in Chicago,1.1179638,1.0939014,142000,0.024500471,3041.5698,14632,14526.5,0.075129531,0.50777203,824503,0.91023737,0.025222551,0.068100892,0.000445104,0.046439171,0.017655786,67321,0.20560747,0.043412723
2009-2015,270,Not in Chicago,1.0464703,1.0320663,173500,0.029527813,4873.2197,17483,17568.5,0.085185185,0.24444444,824505,0.85136122,0.044984713,0.10889503,0.001601398,0.080361046,0.021691658,57220,0.14443959,0.063256085
2009-2015,490,Not in Chicago,1.0757751,1.0477071,150000,0.026159175,4027.9751,16008.5,16499,0.093877554,0.5367347,824506,0.90967572,0.024156492,0.076014176,0.000787712,0.050413549,0.014966522,78859,0.22769983,0.061526582
2009-2015,205,Not in Chicago,1.0551708,1.0242223,183000,0.030251827,5521.9502,18630,18807,0.082926832,0.15121952,824507,0.89867109,0.023255814,0.082819171,0.000474608,0.065733269,0.011865212,66696,0.17845939,0.057627514
2009-2015,218,Not in Chicago,1.0524166,1.0335752,150250,0.026274227,3907.1851,15643.5,15832,0.14220184,0.23394495,824601,0.89485663,0.027082385,0.10332271,0.003868912,0.049613107,0.024578972,67917,0.14282444,0.049897
2009-2015,232,Not in Chicago,1.0236294,1.011343,155000,0.027454481,3991.1899,15514.5,15712,0.06465517,0.18965517,824602,0.83896106,0.052559204,0.12452254,0.002139038,0.081588998,0.024751719,64583,0.14186455,0.10933802
2009-2015,159,Not in Chicago,1.0979487,1.0803031,135000,0.03106981,4194.3301,14501,14543,0.044025157,0.012578616,824701,0.73296314,0.095911153,0.22463402,0.001766785,0.13276123,0.036597677,60256,0.079501785,0.048761096
2009-2015,179,Not in Chicago,1.0619673,1.0446485,120000,0.027139999,3413.28,12541,12573,0.039106146,0,824702,0.65632248,0.17067951,0.25700018,0.004815409,0.14446227,0.02372035,55988,0.10813621,0.27345985
2009-2015,164,Not in Chicago,1.0459293,1.0437071,100000,0.022349872,2248.0151,10341,10373.5,0.067073174,0,824800,0.49213511,0.23994327,0.52991235,0.005157298,0.22924188,0.033522435,43030,0.06357687,0.18191531
2009-2015,106,Not in Chicago,0.81284285,0.81284285,80000,0.026220791,2166.02,6219.5,6219.5,0.066037737,0,824900,0.24293602,0.65086067,0.14290354,0.000649562,0.085092559,0.020461189,63864,0.10721458,0.12451722
2009-2015,166,Not in Chicago,1.0799952,1.0747066,153000,0.031567194,4855.1802,16301,16489.5,0.030120483,0.090361446,825000,0.73740935,0.086027823,0.17813051,0.001567705,0.1504997,0.024495395,63726,0.10934256,0.099258527
2009-2015,107,Not in Chicago,1.09725,1.0715723,138000,0.030423658,4375.77,14290,14410,0.093457945,0,825200,0.67745149,0.091587856,0.32404181,0.007466401,0.18367347,0.039820805,58681,0.081748068,0.092030846
2009-2015,273,Not in Chicago,1.0253704,1.0008109,184500,0.030045407,5477.3701,18412,18754,0.11721612,0.14285715,825302,0.82619083,0.07105305,0.11279274,0.001433806,0.082364187,0.018958101,66832,0.16788983,0.10884803
2009-2015,189,Not in Chicago,1.0276,1.016504,173000,0.02879516,4762.0298,17407,17430,0.08994709,0.17989418,825303,0.88842976,0.03409091,0.087293386,0.003615703,0.058626033,0.015237603,69227,0.23173738,0.10951083
2009-2015,224,Not in Chicago,1.0539702,1.0259511,172950,0.024130799,4241.9551,18035,18351,0.12053572,0.4107143,825304,0.88560158,0.029092703,0.075936884,0.000739645,0.071499012,0.013067061,71307,0.18166175,0.05899705
2009-2015,335,Not in Chicago,1.0922674,1.0397394,160000,0.02997477,4706.2998,16610,17209,0.1402985,0.45671642,825400,0.90385681,0.044657685,0.05665252,0.001476287,0.035799962,0.014209264,65284,0.19961612,0.11202233
2009-2015,166,Not in Chicago,0.963853,0.96030366,118000,0.037052967,3876.4248,9727,9955.5,0.15060242,0,825501,0.1180369,0.83288556,0.035464805,0.003403188,0.025255239,0.02041913,48711,0.13048293,0.10629418
2009-2015,247,Not in Chicago,1,0.99417478,128000,0.033521287,4163.7998,12368,12527,0.07692308,0.06477733,825503,0.18901332,0.76967311,0.038438257,0.001361986,0.019521791,0.020429783,56138,0.21808833,0.21188748
2009-2015,113,Not in Chicago,0.93000001,0.90213591,120000,0.036833569,4093.0801,9680,9900,0.15044248,0,825504,0.069362611,0.87841457,0.0401714,0.002945903,0.029459026,0.019817889,53496,0.12322778,0.14495826
2009-2015,176,Not in Chicago,0.98975348,0.98655146,135000,0.043391757,5656.02,12128.5,12128.5,0.10795455,0.005681818,825505,0.10660633,0.8566516,0.022624435,0.001809955,0.018280543,0.016651584,57369,0.20605376,0.11017109
2009-2015,100,Not in Chicago,1.1667352,1.1567076,82000,0.039233074,3218.49,9070,8944.5,0.14,0,825600,0.15425627,0.78460991,0.056513239,0.003021148,0.03447663,0.023636041,48301,0.08104647,0.18185145
2009-2015,54,Not in Chicago,1.0031477,0.98999029,95000,0.034564056,3018.8301,8573,8573,0.055555556,0.055555556,825700,0.26058012,0.61911553,0.19139324,0.007370423,0.094388969,0.018544937,39871,0.068932734,0.17779891
2009-2015,38,Not in Chicago,1.1618462,1.1105134,99957,0.048204169,5163.1104,10151,10631.5,0.13157895,0,825801,0.085633799,0.89070421,0.023098592,0.002816901,0.009577465,0.011267605,34348,0.10526316,0.25078198
2009-2015,130,Not in Chicago,1.1268792,1.0625241,119400,0.044731483,5457.1699,12686,12790,0.12307692,0,825802,0.10102564,0.82119656,0.11623932,0.001367521,0.063931622,0.012478633,45259,0.11538833,0.15861072
2009-2015,186,Not in Chicago,0.96737897,0.93551016,125000,0.034757167,4445.6699,10963,11026.5,0.086021505,0.016129032,825803,0.13353984,0.80450869,0.099122353,0.002581311,0.045947343,0.013422819,39119,0.078136072,0.10613041
2009-2015,91,Not in Chicago,1.051223,1.02675,99900,0.038075633,3953.3799,9659,9809,0.0989011,0,825900,0.26081803,0.5764671,0.24599881,0.009484292,0.12596326,0.027267339,41689,0.052176647,0.23008016
2009-2015,33,Not in Chicago,1.1629697,1.0750397,60000,0.039860412,2507.22,8254,8254,0.12121212,0,826000,0.21415716,0.6055789,0.27174565,0.012597481,0.13857229,0.029094182,36199,0.08055038,0.3230615
2009-2015,147,Not in Chicago,1.1142853,1.0897778,77500,0.036167007,2617.8,8353,8518,0.095238097,0.006802721,826100,0.30152792,0.53539133,0.23776115,0.016058622,0.12238853,0.024633614,50943,0.097528189,0.17758195
2009-2015,51,Not in Chicago,1.2698702,1.2328302,65000,0.037539016,2669.53,7522,8068,0.13725491,0.4509804,826201,0.14182425,0.82424915,0.040322579,0.001946607,0.012513904,0.019466074,31319,0.17718047,0.19445968
2009-2015,117,Not in Chicago,1.2387357,1.1846316,71000,0.044112112,3042.51,7831,7999,0.1025641,0,826202,0.26579261,0.63017195,0.14915717,0.002894603,0.08155968,0.019581133,47781,0.082641937,0.23426062
2009-2015,160,Not in Chicago,0.99272799,0.97160637,102450,0.032361791,3139.915,9037,9150,0.15000001,0,826301,0.12462083,0.82355917,0.064459048,0.002022245,0.031092012,0.018705763,62404,0.15075633,0.083386295
2009-2015,134,Not in Chicago,0.93749928,0.92289382,128000,0.033644736,4208.895,10342,10682.5,0.12686567,0,826303,0.069678038,0.89500242,0.027630948,0.000720807,0.018260451,0.016338298,64886,0.19595084,0.080742344
2009-2015,52,Not in Chicago,1.0917308,1.0917308,99000,0.043001153,3786.2849,10624.5,10624.5,0.13461539,0.03846154,826304,0.054011863,0.92069936,0.020293474,0.000312207,0.011239463,0.013737122,47788,0.13909478,0.23434789
2009-2015,57,Not in Chicago,0.92078125,0.92078125,117500,0.039535195,4323.5,9908,9908,0.15789473,0,826401,0.044695482,0.93099213,0.024066798,0.001719057,0.013015717,0.009577603,53165,0.11227094,0.12108559
2009-2015,101,Not in Chicago,0.98016948,0.91881818,105000,0.036586497,3521.9099,9328,9429,0.21782178,0,826402,0.064886987,0.90822291,0.026695246,0.001753702,0.013639906,0.011496493,57198,0.12628606,0.127093
2009-2015,85,Not in Chicago,1,0.98454547,95000,0.038423467,3757.74,8337,8559,0.17647059,0,826500,0.070080861,0.89336252,0.035882749,0.001516173,0.019204851,0.015835579,45379,0.10124737,0.25886926
2009-2015,52,Not in Chicago,1.1717318,1.1717318,69950,0.044089641,3339.405,7327,7390,0.11538462,0,826600,0.052527077,0.9270758,0.020036101,0.002707581,0.0066787,0.01101083,46375,0.085611954,0.25438979
2009-2015,36,Not in Chicago,1.0773909,1.06415,70000,0.047227226,3656.4849,8972.5,9118.5,0.19444445,0,826700,0.03824744,0.94271863,0.014544802,0.001436524,0.005027833,0.012569581,39133,0.10056071,0.16306646
2009-2015,42,Not in Chicago,1.0479763,1.0341754,65000,0.029557738,1834.675,5823.5,6556,0.11904762,0,826800,0.30684328,0.47645327,0.3905445,0.007174393,0.18377483,0.025754232,37143,0.052462213,0.3360312
2009-2015,10,Not in Chicago,1.3405294,1.3405294,25199,0.037424359,1169.215,3378,3378,0,0,826901,0.030095037,0.90021122,0.074973598,0.003695882,0.042238649,0.02375924,31111,0.080369264,0.31115937
2009-2015,11,Not in Chicago,1.6504166,1.6504166,32000,0.025123533,1807.26,5676,5676,0,0,826902,0.012781497,0.96652466,0.019476566,0,0.002434571,0.018259281,31080,0.080394387,0.29351535
2009-2015,35,Not in Chicago,1.25,1.25,45000,0.034587663,1876.39,4529,4529,0,0,827000,0.039735101,0.9141832,0.037251655,0.004690949,0.018763797,0.022626931,24768,0.054876391,0.37136647
2009-2015,9,Not in Chicago,1.3376344,1.33,55000,0.048244305,3229.5601,6918,6918,0.11111111,0,827100,0.028718704,0.90132546,0.04933726,0.000736377,0.050810013,0.018409425,27095,0.088994689,0.25086981
2009-2015,47,Not in Chicago,0.95639998,0.95639998,58000,0.032351322,2335.05,6063,6063,0.04255319,0,827200,0.1173913,0.71956521,0.19758454,0.005797102,0.13719806,0.020048309,31693,0.089537591,0.30467314
2009-2015,7,Not in Chicago,0.79670888,0.71399999,79000,0.035609491,2777.9299,5296,6069,0.14285715,0,827300,0.056328468,0.80624366,0.13064133,0.004411266,0.11774686,0.015269766,32301,0.055634134,0.31023103
2009-2015,22,Not in Chicago,0.79296172,0.79296172,43460,0.023995709,1442.96,4408,4605,0.27272728,0,827400,0.038622614,0.92810607,0.039087947,0.003024663,0.022335971,0.007910656,26058,0.045931451,0.39053392
2009-2015,51,Not in Chicago,1.1874286,1.1419355,60000,0.035294,1871.5,6102,6718,0.098039217,0,827500,0.18561873,0.54570794,0.37978446,0.001300632,0.25287998,0.014492754,32889,0.034209806,0.32845056
2009-2015,32,Not in Chicago,1.0842186,1.0842186,53000,0.044358645,2845.855,6321,6321,0.15625,0,827600,0.008951776,0.95928383,0.022235056,0.002021369,0.011261912,0.018481085,31404,0.092584655,0.39205602
2009-2015,49,Not in Chicago,1.1637143,1.0957143,38000,0.040337145,1869.64,4717,4745,0.1632653,0,827700,0.16402481,0.76843554,0.074776016,0.003790489,0.042384561,0.021364575,39554,0.053383846,0.30273807
2009-2015,216,Not in Chicago,1.0530453,1.0269874,122350,0.034499861,4263.7598,12005.5,12181,0.083333336,0.037037037,827801,0.33913565,0.59583831,0.073829532,0.00120048,0.049019609,0.014805922,57625,0.13048635,0.11032028
2009-2015,150,Not in Chicago,1.0103633,1.0032065,137000,0.034282736,4628.4854,13189.5,13442,0.079999998,0,827802,0.15302807,0.78877401,0.056425408,0.00295421,0.037223041,0.01802068,76005,0.24411014,0.089412436
2009-2015,143,Not in Chicago,1.0048572,0.9862963,142000,0.033406448,4791.0698,13652,13762,0.041958041,0,827804,0.18349455,0.77025396,0.042321645,0,0.030229745,0.016021766,71250,0.1978987,0.038889758
2009-2015,148,Not in Chicago,1.0641456,1,141000,0.033292502,4815.0049,13664.5,13867.5,0.094594598,0,827805,0.20481507,0.75017446,0.048848569,0.000348918,0.030704815,0.013956734,59327,0.19319965,0.077768087
2009-2015,66,Not in Chicago,1.113143,1.0929813,175000,0.037166163,6534.4502,19300,19529.5,0.13636364,0,827901,0.12591171,0.84760076,0.023800384,0.003071017,0.014971209,0.008445297,68500,0.25412607,0.040564723
2009-2015,128,Not in Chicago,1.1528424,1.1398714,98425,0.033959657,3042.8701,10196,10397,0.0703125,0.015625,827902,0.41246685,0.4812113,0.16025642,0.001547303,0.089301504,0.015473032,50469,0.12095702,0.12538768
2009-2015,248,Not in Chicago,0.95261788,0.94579357,104450,0.029528007,2682.0752,8857.5,8957,0.044354837,0,828000,0.6232757,0.27802604,0.16261899,0.002720031,0.068000779,0.027977463,48354,0.094716944,0.08874739
2009-2015,270,Not in Chicago,1.0810349,1.0549793,100000,0.031004086,3281.585,10326,10476.5,0.070370369,0.21481481,828100,0.78034681,0.14347647,0.11808423,0.002477292,0.047687862,0.02601156,56719,0.20187262,0.091367424
2009-2015,133,Not in Chicago,1.0087681,1,109990,0.033019602,3614.1799,11332,11454,0.082706764,0.022556391,828201,0.54941726,0.37062937,0.13473193,0.003729604,0.055244755,0.020979021,44805,0.12258137,0.19013533
2009-2015,176,Not in Chicago,1.0446403,1.0267733,130000,0.033776477,4579.5352,13794,13912.5,0.096590906,0.073863633,828202,0.5476554,0.36837512,0.11952017,0.001308615,0.061504908,0.021155944,50369,0.13652262,0.1171161
2009-2015,122,Not in Chicago,1.2136706,1.1817548,87500,0.037361808,3406.085,10035.5,10244,0.057377048,0.27868852,828300,0.67585784,0.25857842,0.070772059,0.004289216,0.036764707,0.024509804,44348,0.08780209,0.10982411
2009-2015,177,Not in Chicago,1.0378014,1.0185186,124900,0.032163043,4340.2002,13219,13253,0.096045196,0.13559322,828401,0.74176729,0.19264545,0.066959389,0.001920966,0.032930844,0.030735455,61833,0.23745278,0.087965459
2009-2015,155,Not in Chicago,1.0437288,1.0081862,126500,0.032251492,4218.5801,13217,13217,0.070967741,0.21290323,828402,0.52094716,0.40749416,0.07806401,0.001821494,0.049180329,0.020556856,43708,0.19649212,0.11540417
2009-2015,45,Not in Chicago,1.4284,1.3636508,63000,0.035591502,2665.46,8406,8431,0.088888891,0,828503,0.29219797,0.61270803,0.12081262,0.003025719,0.052733954,0.039334342,56156,0.07717678,0.19569041
2009-2015,88,Not in Chicago,1.3424417,1.305254,79250,0.038865391,2974.2451,9964,9964,0.125,0,828504,0.30516982,0.60147232,0.10941944,0.002007696,0.052702025,0.038648151,46429,0.059973046,0.27526954
2009-2015,340,Not in Chicago,1.0588913,1.0396037,136750,0.031083461,4409.6499,14070,14205.5,0.082352944,0.055882353,828505,0.55880523,0.3369633,0.15619166,0.00264468,0.08354076,0.018046049,69474,0.17140189,0.079863004
2009-2015,184,Not in Chicago,1.1219336,1.1023911,140000,0.032247446,4242.02,15436.5,15695,0.125,0.076086953,828506,0.34585676,0.59445226,0.07970506,0.002808989,0.0332397,0.023642322,44395,0.13905884,0.29113361
2009-2015,289,Not in Chicago,0.9930864,0.99233335,135000,0.03092525,4243.3999,12984,13079,0.08650519,0.13494809,828601,0.78719848,0.14664437,0.076188199,0.001433007,0.042990208,0.021733938,84167,0.28729415,0.060584206
2009-2015,270,Not in Chicago,1.0495999,1.0413435,159900,0.034123916,5036.4297,16296,16347,0.044444446,0.13703704,828602,0.47106531,0.45221394,0.059842173,0.000876808,0.041209996,0.034633931,86987,0.29849115,0.038049422
