PctWhite,Erate
0.005929698,0.001504947
0.035360346,0.001620912
0.222306254,0.001562355
0.436557575,0.001650268
0.53454596,0.001559606
0.625016195,0.001504193
0.719726671,0.001448783
0.804212131,0.001446426
0.868830586,0.001427821
0.922517962,0.001429144
