tract2010,white,medhinc,count,mean,median
410600,0.529007316,49655,59,0.001278341,0.001289048
410200,0.528066516,23885,25,0.001473794,0.001471662
410700,0.585422456,44539,55,0.00134914,0.001321216
410800,0.407212615,39449,132,0.001531108,0.001492771
410100,0.301886797,33942,35,0.00133546,0.00126825
410900,0.48238197,60174,129,0.001395735,0.001366941
411000,0.53278935,50653,85,0.001374687,0.001390578
411200,0.696341455,69750,103,0.001160823,0.001133363
411100,0.718105078,75054,116,0.001298045,0.001238516
420400,0.199398041,19358,41,0.001142633,0.001220687
420300,0.347668797,40455,23,0.001349005,0.001254972
420200,0.169471845,30673,37,0.001705818,0.001617064
400500,0.005314438,24194,11,0.001850458,0.001805647
400400,0.005626598,24583,24,0.001424786,0.001368506
834500,0.006101695,23913,13,0.002055146,0.001897305
420600,0.009914376,16552,35,0.001514764,0.001631379
420500,0.012195121,23125,18,0.002110248,0.00222454
834700,0.008662175,23156,29,0.001141353,0.000899887
834600,0.009264161,18829,29,0.001355398,0.00121395
834800,0.004096262,16558,20,0.001054596,0.000910275
670200,0.005797102,24152,14,0.001289359,0.000993323
670100,0.007915568,33026,18,0.001534033,0.001239849
680500,0.008102633,21364,15,0.001339956,0.001069891
670900,0.002220577,34167,9,0.001111171,0.000931875
670800,0.003058104,28250,12,0.001509305,0.001299543
680600,0.007686932,14676,21,0.001018774,0.00090104
670500,0.01665405,27443,5,0.001212861,0.001450085
670400,0.013292434,36250,11,0.001346924,0.001195952
670300,0.024096385,21394,8,0.001414212,0.000808173
670600,0.007878788,31033,6,0.001324879,0.001175006
660700,0.017328825,25742,15,0.001621568,0.001553451
671400,0.01496139,35938,6,0.001768982,0.001784811
671300,0.006324405,29265,12,0.001288129,0.001337932
671200,0.006389776,27275,5,0.00107025,0.001042554
671500,0.007761565,23919,23,0.001306804,0.001121122
671100,0.009531374,19652,5,0.001149543,0.000864036
681000,0.006289308,20060,26,0.001182052,0.000966118
671600,0.004408818,19766,11,0.001331459,0.001256154
834900,0.007922535,14451,12,0.001409849,0.001261706
681100,0.003127666,24566,15,0.001104031,0.001039396
680900,0.006966907,16586,7,0.001373825,0.001165747
681200,0.004050074,15110,13,0.001340781,0.001181304
690300,0.009128252,19667,6,0.001631266,0.001497996
420700,0.005519779,28793,34,0.001633408,0.001646891
690400,0.004907621,24960,16,0.001797201,0.00184181
421200,0.002173913,23400,20,0.001580009,0.001630843
690500,0.006841505,26453,8,0.001785766,0.00149645
420800,0.023045639,27292,65,0.001203168,0.001100886
834400,0.0490456,33750,121,0.001380402,0.001349552
843900,0.036512878,29094,58,0.00165639,0.001712785
430300,0.008561644,42946,27,0.001374945,0.0012355
430200,0.022008548,20417,65,0.001783508,0.001642818
430101,0.009758743,31580,44,0.000807808,0.000615865
430102,0.016537294,27376,18,0.00163439,0.001581556
430500,0.007491676,22922,15,0.00183531,0.0017246
430900,0.004961411,29250,24,0.001455914,0.001291704
430600,0.023423424,36683,27,0.001813813,0.001630917
430800,0.010777084,34782,19,0.001642331,0.001671247
834200,0.00829288,40482,54,0.001620919,0.001596829
431200,0.010721248,49417,72,0.001461471,0.001285918
841800,0.014770459,26952,33,0.001863939,0.001749637
430400,0.009681881,34511,25,0.001613243,0.001536333
691500,0.012953368,30565,16,0.001451327,0.00139941
834300,0.011415525,48849,119,0.001427925,0.001363103
691000,0.006420546,40507,43,0.00141015,0.001343464
690900,0.002654867,33490,43,0.001640447,0.001592667
691300,0.008986929,44083,57,0.001463775,0.00128675
691400,0.012461922,38808,58,0.001446069,0.00130108
681300,0.001362398,22424,16,0.001244138,0.00125562
691100,0.008573178,23200,16,0.001462557,0.001516353
710100,0.011764706,13679,6,0.001752978,0.001982573
671900,0.002177068,42969,6,0.00140804,0.001352808
671800,0.007032349,19915,5,0.001122396,0.001204643
681400,0.004619649,21701,26,0.001396547,0.001310875
710300,0.002121641,23810,15,0.001749381,0.001592182
710700,0.003070053,27679,32,0.001200401,0.001187211
710200,0.003565062,23217,24,0.001541587,0.001445103
710800,0.003184713,37173,41,0.001454961,0.001428921
672000,0.006425703,35247,21,0.00182434,0.00165135
710400,0.005131835,33650,69,0.001487867,0.0013564
710500,0.002425418,27038,60,0.00131677,0.001117831
711200,0.002332361,45304,88,0.001390488,0.001190094
710600,0.001088139,20640,13,0.001270935,0.001238519
711100,0.003880071,26424,57,0.001269244,0.001178862
711000,0.004604316,32898,38,0.001403337,0.001306081
710900,0.005914468,24152,29,0.001543522,0.001392918
842400,0.009382566,30065,74,0.001530791,0.001415566
440300,0.006726929,45839,104,0.001564943,0.001430322
440201,0.00256917,26596,54,0.001635604,0.001607088
440202,0.004001334,25998,52,0.001587889,0.001379005
440101,0.00560598,25469,13,0.001959661,0.001895333
440102,0.003517749,28224,37,0.001601795,0.001539904
460500,0.009673519,48504,105,0.001363851,0.001268171
450300,0.006915629,37056,66,0.001462002,0.001343053
431400,0.025553131,30762,43,0.001844664,0.001858835
431302,0.012962074,21371,19,0.001906911,0.001668136
431301,0.01551481,22772,28,0.001484743,0.001557046
460100,0.105139501,31178,13,0.001457826,0.001324741
460302,0.034183539,20376,22,0.001609379,0.001489909
460400,0.015384615,45096,36,0.001526328,0.001399298
460301,0.134253815,35052,20,0.001539553,0.001547978
460200,0.249895185,22247,8,0.001173739,0.001118348
740200,0.908354998,97824,191,0.001466596,0.0014916
720400,0.893451154,94440,111,0.00156732,0.001552512
740100,0.938648283,81151,160,0.001409813,0.001383402
720500,0.946906745,89000,72,0.001303092,0.001242974
750300,0.892490089,81607,103,0.001409671,0.001397908
740300,0.958200693,87268,221,0.001434024,0.001406871
740400,0.839289427,80912,178,0.001417684,0.001383656
750400,0.673313379,79808,118,0.001568384,0.001482651
480100,0.005410723,59330,54,0.001544883,0.001284286
480400,0.00987066,56698,130,0.00146004,0.001313355
440800,0.004444445,26897,13,0.001566169,0.001437154
470100,0.006858711,27500,43,0.001549621,0.001464017
480200,0.004882018,39597,17,0.001749905,0.001662589
480300,0.006811989,58429,15,0.001647455,0.001302113
440600,0.003365385,44891,80,0.00149161,0.001480076
440700,0.006472492,43500,43,0.001463319,0.001263799
440900,0.002681992,38016,55,0.001443546,0.001320214
490300,0.004426955,38568,50,0.001543552,0.00141245
490400,0.003777148,54327,26,0.001504908,0.001279124
711500,0.005120126,37435,42,0.001459873,0.001316495
730100,0.003712871,34931,68,0.001461136,0.001369328
834000,0.004955947,36019,15,0.001465032,0.001552381
711400,0.004144687,35885,38,0.001493007,0.001370107
730201,0.002356506,33913,81,0.001441566,0.001264916
730202,0.005136437,45322,74,0.001349356,0.001265517
720100,0.626666665,124435,171,0.001512336,0.001502999
711300,0.00799508,37625,27,0.001144283,0.001277455
730300,0.004288164,46667,26,0.001271865,0.001191191
720300,0.668278277,97996,190,0.001505203,0.001475427
720200,0.397659361,69701,147,0.001448621,0.001386697
730400,0.010813887,50294,79,0.00138778,0.001265027
730600,0.009961261,55511,85,0.001439291,0.001338933
730500,0.005013674,41894,92,0.001461267,0.001341765
490600,0.00128041,48145,35,0.00139247,0.001318774
490700,0.001944895,42500,17,0.001758024,0.001437487
490500,0.016503122,49375,32,0.001639665,0.001557278
490800,0.007486898,41062,52,0.001481893,0.001374215
500100,0.006586169,47381,51,0.001374039,0.001251631
510300,0.006529851,32500,27,0.001707955,0.001561282
510200,0.14233087,47841,32,0.00141266,0.001304696
490902,0.002752654,39714,73,0.001465913,0.001390937
500200,0.009429281,24923,23,0.001355244,0.001618824
490901,0.00539707,26741,21,0.001459152,0.001400164
491100,0.007753655,46333,60,0.001431831,0.00126263
491000,0.003621117,25443,17,0.001627974,0.001592625
720700,0.336932361,63750,89,0.001484455,0.001316043
730700,0.005577005,42042,69,0.001332083,0.001263038
750100,0.008439836,44868,57,0.001492065,0.001410038
720600,0.797836006,106957,76,0.001348774,0.00137401
750200,0.391075313,60833,89,0.001558196,0.001473257
750500,0.195417792,49358,112,0.001658559,0.001617938
750600,0.006791633,43450,57,0.001587702,0.00140568
530300,0.00585069,40734,66,0.001497188,0.001468237
491200,0.008183306,39688,25,0.001630939,0.001437613
491300,0.007969508,33039,5,0.001670131,0.001361818
530200,0.003881988,26559,14,0.00147261,0.00138883
491400,0.005458888,31582,7,0.001859652,0.00163272
500300,0.445978403,43772,45,0.001488447,0.00125376
530100,0.192745671,28910,6,0.002342385,0.002462339
530600,0.009354537,27927,25,0.001713868,0.001673774
530501,0.004813032,38327,48,0.001511009,0.001395302
530503,0.004677269,60135,66,0.001459569,0.001280575
530502,0.0029994,39688,37,0.001267357,0.0012725
530400,0.010796221,49194,25,0.001533942,0.00138
540102,0.001286587,14030,5,0.001256759,0.000945333
833900,0.228813559,23672,13,0.001152184,0.001222257
520100,0.449638546,28365,11,0.002218155,0.002630623
460600,0.089602701,23594,5,0.002110796,0.001977455
480500,0.078914538,52500,45,0.001602156,0.001333833
510100,0.486968845,32850,38,0.00143524,0.001503895
520200,0.384595245,30382,18,0.001831667,0.001900521
520300,0.527594507,40703,67,0.001670731,0.001561579
520400,0.536674798,45000,52,0.001646175,0.001689781
520500,0.675424337,62965,131,0.001442542,0.001461257
520600,0.655660391,44858,54,0.001594946,0.00158061
550100,0.690404356,43358,151,0.001463226,0.001457973
550200,0.756254494,53568,95,0.001541178,0.001547565
804201,0.800562859,136528,509,0.001575174,0.001559787
804202,0.802090287,115112,508,0.001525744,0.0014688
803611,0.613383532,55230,256,0.001379321,0.001322007
803612,0.588800907,58977,80,0.001478813,0.001484249
803606,0.559189081,36837,288,0.001476016,0.00146307
803608,0.77654928,77171,348,0.001633027,0.001607777
803603,0.804621518,122300,404,0.001531432,0.001499156
803610,0.780355632,76143,558,0.001478733,0.001481514
803604,0.867872059,73797,238,0.001391062,0.001413321
803605,0.748517871,96929,328,0.00153163,0.001503088
803017,0.802905262,69773,334,0.001388513,0.001399376
803607,0.901820302,93309,274,0.001525213,0.001467309
803800,0.890158713,79671,324,0.001486846,0.001446102
803701,0.84584105,66333,257,0.001419068,0.001419811
803702,0.851798534,88304,487,0.001347896,0.00136289
804104,0.687550187,87485,287,0.001528311,0.001490147
804105,0.84525001,125981,194,0.001551029,0.001519545
804102,0.871728897,123611,515,0.001472708,0.001460677
803901,0.853418291,58333,367,0.001413771,0.0013612
803902,0.908625126,68194,193,0.001555099,0.001517686
804106,0.744020522,97712,541,0.001487371,0.001457461
804109,0.880879879,86538,187,0.001622725,0.001544099
804108,0.472544461,57559,57,0.001450476,0.001383762
804000,0.87464571,64727,319,0.001644916,0.001615956
802402,0.708981514,39557,239,0.00154839,0.00150189
802404,0.655411005,46838,262,0.001332562,0.001254004
802504,0.649295568,70664,285,0.001656467,0.001577357
803010,0.875673592,90962,344,0.001445116,0.001436273
803013,0.87520647,79054,383,0.001445924,0.001407094
802403,0.855611145,57756,188,0.00123999,0.001196492
803012,0.760017991,60407,116,0.001259981,0.00131261
803005,0.888888896,51250,146,0.00136989,0.001387217
803016,0.771601796,71400,66,0.001454206,0.001424487
803007,0.887364209,98278,321,0.001441087,0.001420539
802503,0.695483863,71432,385,0.001461157,0.001486304
802506,0.70015949,56354,75,0.001532862,0.00161352
802505,0.61367619,57692,232,0.001363245,0.001366645
803015,0.880242229,73398,301,0.001448568,0.001411163
803014,0.768513143,64400,196,0.00139876,0.001372975
803008,0.895585716,99044,245,0.001444043,0.0014307
803200,0.935911179,88966,265,0.001450074,0.001407549
803100,0.943313956,103068,245,0.001317106,0.001340947
802900,0.947368443,93920,395,0.001432682,0.00143381
802608,0.908088207,63818,582,0.001325163,0.001311228
802607,0.932132959,61563,86,0.001634027,0.001561585
802605,0.833946168,77583,506,0.001424568,0.001373366
802609,0.593670726,49942,236,0.001448287,0.001378169
802610,0.829959512,86042,131,0.001554503,0.001506615
802701,0.730293453,88223,303,0.001497666,0.001445359
802801,0.925933659,84013,372,0.001476258,0.001444116
803300,0.869023979,54017,488,0.001340548,0.00134566
803500,0.939618111,89679,407,0.001396315,0.00137365
803400,0.926221788,92850,447,0.001402039,0.001392843
802802,0.856384575,69598,427,0.001468817,0.001471588
802702,0.78946197,84830,211,0.00154119,0.001522464
800200,0.929182529,170938,635,0.001410539,0.001441333
801500,0.885121465,75724,478,0.001467177,0.001454669
801601,0.866792619,102067,312,0.001484714,0.001399002
801605,0.863011241,95278,458,0.001440022,0.001433328
801606,0.847181022,105405,616,0.001334522,0.001418479
801701,0.892703891,128250,247,0.001393384,0.001355088
801702,0.891243815,113051,426,0.001337981,0.00131281
801800,0.899092376,115724,518,0.001443687,0.001443898
801608,0.793113947,115294,458,0.001406179,0.001376105
801607,0.716096103,87153,254,0.001458819,0.001435729
802300,0.799586773,95653,322,0.001354159,0.001343059
801901,0.831769288,76875,388,0.001399852,0.001373992
801902,0.927707076,142850,301,0.001345793,0.001348751
802003,0.7585693,86302,148,0.00152084,0.00150042
802002,0.853086174,101047,292,0.001579265,0.001500667
801603,0.606485069,57647,147,0.001641094,0.001592153
802004,0.617729068,51905,368,0.001334266,0.00132959
802100,0.933669209,133162,234,0.001345629,0.001322613
802200,0.934240341,119145,447,0.001394271,0.001413089
800100,0.965688288,227778,221,0.001421612,0.001437074
800400,0.948165894,222356,418,0.001400418,0.001450111
800300,0.95087117,152143,386,0.001374284,0.001405104
800800,0.870806873,115213,268,0.00142985,0.00139958
800500,0.945929408,206875,508,0.001421937,0.001428915
801200,0.955737233,174088,383,0.001430037,0.001425765
800600,0.976249993,236250,217,0.001446896,0.001452546
801300,0.912211061,108750,395,0.001376189,0.001388489
800700,0.900681615,200208,491,0.001313138,0.001344043
801100,0.91177094,135556,414,0.001351625,0.001363956
801400,0.810551584,111125,207,0.001351725,0.001313202
800900,0.665307999,93850,280,0.001464611,0.001437115
801000,0.799103498,101702,393,0.001412729,0.001393477
808900,0.900755942,103804,411,0.00132023,0.001339871
808800,0.85309732,106346,267,0.001405442,0.00138905
804311,0.614015698,96055,473,0.001455815,0.001427643
804403,0.658579886,69375,312,0.001592782,0.001540962
804404,0.637110651,71912,192,0.001787186,0.001665155
804305,0.703852534,68356,345,0.001562186,0.001485576
804310,0.673415482,88443,479,0.001510525,0.001482045
804405,0.517968118,44113,46,0.001706885,0.0017284
804406,0.617096186,73487,211,0.001681975,0.001603099
804506,0.754806817,92399,250,0.00159777,0.001555071
804507,0.666586518,99423,735,0.001400415,0.001432374
804306,0.739216387,61250,285,0.001778942,0.001697212
804309,0.638390064,55174,111,0.001726277,0.001630286
804308,0.676995993,76950,412,0.001497691,0.001454111
804509,0.586513996,75765,194,0.00175181,0.001651476
804510,0.649308383,57959,158,0.001815523,0.001719167
804508,0.548128366,56048,97,0.001669981,0.001530155
804505,0.813103616,65461,203,0.001504153,0.001492077
804511,0.581607282,48321,78,0.001669048,0.001602865
804603,0.632861495,49639,180,0.001536343,0.001576144
804714,0.77816093,87534,205,0.001418944,0.00142464
804701,0.555945575,49570,257,0.001699831,0.001618458
804705,0.606639862,63079,273,0.001355077,0.001342533
804706,0.794498384,92759,100,0.001494387,0.00148789
804713,0.593523622,73185,302,0.001090542,0.001105696
804608,0.665170312,73698,260,0.001418578,0.001358408
804609,0.611248255,81318,313,0.001372046,0.001378605
804709,0.651152074,66396,239,0.001588671,0.001532941
804716,0.579417109,86409,236,0.001554959,0.001535987
804715,0.41585663,48359,127,0.001435034,0.001470625
804710,0.798850596,84571,214,0.001471948,0.0014836
804712,0.717729986,95174,236,0.001463656,0.001424904
804711,0.547836602,63454,351,0.001374296,0.001364481
804805,0.757488072,76111,359,0.001504867,0.001464541
804808,0.892617464,74145,146,0.001495004,0.00148081
804810,0.752194583,68329,344,0.001492528,0.00148501
804611,0.835283339,69288,260,0.001403202,0.001403362
804610,0.743965507,61840,207,0.001313976,0.001307796
804606,0.819471776,96434,338,0.001392226,0.001365535
804803,0.759643912,84102,356,0.0013812,0.0013959
804809,0.855823874,94568,236,0.001547775,0.001522174
804807,0.779582381,69710,269,0.00154257,0.001462948
804806,0.591575563,76188,142,0.001621123,0.001573675
804804,0.678445756,66089,319,0.001442405,0.001404053
804607,0.782522321,85972,308,0.001462236,0.001445666
805105,0.657558441,50634,290,0.001461136,0.001459046
805106,0.883370101,65625,224,0.001497602,0.001516598
805109,0.882771254,66667,226,0.001573545,0.001537682
805110,0.904502392,65341,240,0.001381464,0.001408211
805001,0.931401789,90667,311,0.001475621,0.001456764
804901,0.890042126,81104,465,0.001344617,0.001337785
804902,0.805540442,76753,243,0.001570694,0.001534712
805002,0.667050838,51286,256,0.001544006,0.00152676
805107,0.575851381,52940,248,0.001526229,0.001474462
805108,0.577101052,51667,183,0.001549983,0.001544372
770400,0.748723626,52629,154,0.001603237,0.001573167
805111,0.644229412,56233,168,0.001643331,0.001574756
805112,0.678471029,49681,142,0.001620906,0.001605907
770500,0.610838652,37545,6,0.002074482,0.001933084
770300,0.875700831,61130,320,0.001599492,0.001571753
770202,0.906351805,57137,350,0.001489804,0.00145293
770201,0.788598597,60650,288,0.00145325,0.001385978
806103,0.801069081,76490,260,0.001609518,0.001554912
806102,0.789076269,75972,169,0.001551023,0.001546324
806104,0.586780787,38969,170,0.00126792,0.001246764
806001,0.525120437,47325,210,0.001550166,0.001505096
805201,0.708455682,80091,144,0.001503652,0.001454454
805202,0.772095323,78802,228,0.001397343,0.001337631
805301,0.620423317,63421,142,0.001587829,0.001552203
805302,0.665741265,72500,229,0.001709849,0.00160188
806004,0.635060489,42455,296,0.001576714,0.001522609
806002,0.527814567,49231,363,0.001505304,0.001519467
806003,0.429892719,51080,224,0.001589741,0.001551458
805901,0.864110589,66912,339,0.001463253,0.0014285
806201,0.774070561,51862,413,0.001374487,0.001315282
806300,0.854637086,74375,255,0.001583131,0.001548237
806202,0.879120886,53276,448,0.001318097,0.001310749
770601,0.849319279,82326,152,0.001643218,0.001565088
806400,0.844827592,75000,103,0.001581199,0.001524583
805902,0.838734686,85012,325,0.001543735,0.001462778
805401,0.865139306,54261,220,0.001513492,0.001497794
805402,0.850637853,53304,314,0.001603967,0.001593096
805502,0.956532896,100089,263,0.001416119,0.001399291
805501,0.94264704,73966,279,0.001403915,0.001398552
805802,0.935038567,84786,316,0.001440212,0.001429305
805801,0.946250021,82344,260,0.001393592,0.001399384
806502,0.736504138,59825,179,0.00163907,0.001594053
770602,0.698950768,59563,96,0.001625905,0.00159646
806501,0.520375073,50198,75,0.001638557,0.001657636
806600,0.79598856,74054,168,0.00166696,0.001637685
805701,0.964722097,87418,423,0.00134328,0.001338675
805600,0.963201046,114688,297,0.001428348,0.001381267
808600,0.921091795,153359,162,0.001359343,0.001341161
806900,0.584341168,60714,469,0.001382135,0.001371197
806801,0.648047328,66619,248,0.001487719,0.001482322
806700,0.774325252,119200,334,0.001332725,0.001308822
809000,0.924044251,119688,355,0.001385313,0.001368996
809100,0.893711269,103266,287,0.001398028,0.001393309
809200,0.175666884,47171,139,0.001648673,0.0015642
809300,0.706187725,20313,181,0.001444174,0.001403191
809500,0.758583128,60763,409,0.00114788,0.001259171
809600,0.392305374,60735,145,0.001497689,0.001446609
807100,0.722033024,108583,212,0.00144939,0.001404501
806802,0.629696965,76557,128,0.001306271,0.001344036
808500,0.7031672,76544,235,0.001316015,0.001360433
807000,0.53800559,65313,197,0.001657046,0.001564183
808400,0.66039449,81490,211,0.001579854,0.001555829
808200,0.707082391,54196,226,0.001592693,0.001537341
808301,0.659555554,70335,419,0.001399145,0.001379694
808302,0.627351284,65819,274,0.001368097,0.00135647
807300,0.553191483,51042,410,0.001409583,0.001395444
807200,0.573579133,79324,349,0.001367476,0.001414684
807400,0.56366986,59051,271,0.001301107,0.001320938
807500,0.574788332,75625,209,0.001376382,0.001381012
807600,0.522629976,65565,312,0.001392584,0.001410903
809700,0.451630592,83958,163,0.001544001,0.001446187
810301,0.465517253,65000,150,0.001530901,0.001474571
810302,0.556307673,64554,173,0.001460082,0.001354243
808002,0.642915785,75066,203,0.001415023,0.001425649
807700,0.616214395,58938,331,0.001469205,0.001425458
808001,0.627811313,88219,278,0.001396368,0.001373442
807800,0.714176834,68611,150,0.001497462,0.001494895
807900,0.73760432,107429,285,0.001581011,0.001547718
808702,0.668059587,52917,89,0.001284589,0.001336818
809400,0.70365268,45509,425,0.001321449,0.0013552
809800,0.782112598,83750,125,0.001331182,0.001273067
809900,0.839929938,109092,264,0.001307894,0.001333391
810100,0.680695951,61064,221,0.001341293,0.00131434
810000,0.811274529,61168,438,0.001365069,0.001360374
805702,0.927543402,87339,142,0.001476113,0.001460969
770700,0.872435629,42344,71,0.001413243,0.001290063
770800,0.798817635,42468,218,0.001470014,0.001511497
811600,0.813938498,40969,190,0.001466527,0.001497076
811500,0.798812568,62836,232,0.001670638,0.001637666
810800,0.881667912,74063,216,0.001677295,0.00164047
810701,0.8352319,44563,162,0.001624713,0.001595985
810702,0.807554901,44801,129,0.00164829,0.001570223
811100,0.878374219,41174,229,0.00159534,0.001540125
811200,0.859962046,60086,215,0.001624647,0.001655913
811401,0.762494862,54028,211,0.001527151,0.0015428
811402,0.726821542,56591,136,0.001662785,0.001671758
811701,0.601347864,43892,55,0.001846388,0.001815902
811702,0.667252123,57176,131,0.001674231,0.001653836
811301,0.669969022,63424,122,0.00174505,0.001667982
811800,0.727171719,61858,194,0.001606618,0.001610548
811302,0.591847539,37875,51,0.001814601,0.001822533
811000,0.900139689,77760,270,0.001519107,0.001490298
810900,0.819878697,53375,256,0.001659743,0.001633431
811900,0.837225497,141927,367,0.001441235,0.001418335
816200,0.63645041,44089,134,0.001633186,0.001592205
817400,0.420551866,64889,58,0.001461216,0.001500075
816300,0.589999974,54353,139,0.001666276,0.001584755
816401,0.568066895,41541,46,0.001587108,0.001634643
816402,0.558356047,50524,79,0.001514029,0.001519424
816600,0.45484674,45394,41,0.001639243,0.001714026
816500,0.534024358,40147,26,0.00186861,0.001728686
816700,0.571377695,51645,65,0.001680433,0.00166473
816800,0.489940375,61747,210,0.001594368,0.001537543
818300,0.351870924,52257,192,0.001550656,0.001514153
816900,0.202378929,57344,190,0.001579686,0.001482954
817000,0.159003481,53962,138,0.001446799,0.001312253
817101,0.089608103,46731,127,0.001442069,0.001316618
817200,0.049957301,38594,64,0.001421921,0.00136252
817300,0.06445533,36204,39,0.00162154,0.001640678
817102,0.057071183,54318,85,0.001508364,0.001390657
817500,0.07231576,30709,43,0.001553049,0.001534667
812000,0.859587789,99792,452,0.001432508,0.001397222
815900,0.515938044,45191,325,0.001485782,0.001454857
816000,0.665465474,52315,176,0.001306813,0.001218472
816100,0.516989887,55758,281,0.001472045,0.001385527
817600,0.084563419,41642,60,0.001374887,0.001374219
817700,0.050923109,56603,98,0.001382486,0.001293043
818000,0.436466694,53163,173,0.00157902,0.001535714
817900,0.162109375,47150,140,0.001569666,0.001501537
818200,0.610165894,75580,271,0.001684981,0.001674957
818401,0.588882744,63750,186,0.00170682,0.00169145
818402,0.734841049,59104,194,0.001635213,0.001658964
818100,0.745038807,68167,163,0.001511405,0.001533284
815600,0.837120473,54861,290,0.001544089,0.001528485
815701,0.901196837,97064,253,0.001518023,0.001469674
818600,0.86702013,60687,279,0.001456139,0.00146851
818700,0.900413811,79911,261,0.001380587,0.001350333
818500,0.840197086,74207,495,0.00155097,0.001532558
819000,0.966191113,108818,309,0.001352975,0.001317711
818900,0.879274249,56250,209,0.001407148,0.001364
818800,0.916666687,68500,363,0.001426347,0.0014155
815800,0.95785439,88000,89,0.001350883,0.001348767
815702,0.913026512,86550,292,0.001394204,0.001379862
812200,0.790208042,164598,264,0.001467354,0.00141484
812100,0.588596463,69210,304,0.001440869,0.001338473
812500,0.557037055,61250,157,0.001454833,0.001403964
812302,0.756210089,106447,186,0.001420707,0.001358279
812400,0.860784888,159800,246,0.001382295,0.001379438
812301,0.675478339,61789,348,0.001313686,0.001329091
812801,0.599388361,42763,217,0.001333826,0.001382481
812802,0.704582632,51518,184,0.001479093,0.001481425
812700,0.68252486,68750,233,0.00149193,0.0014256
812600,0.547490537,53274,153,0.001251862,0.001275778
813000,0.663826466,85278,182,0.001439237,0.001301236
813100,0.557734668,69315,264,0.001395231,0.001372225
812900,0.778479695,105848,313,0.001469265,0.001378367
813200,0.732533514,96167,238,0.001320778,0.001332157
814700,0.550655305,48077,182,0.001493958,0.0013322
814600,0.556875765,54091,184,0.001588028,0.001526911
814800,0.61398083,55258,244,0.001529613,0.001457085
815000,0.500121057,44655,136,0.001684284,0.001584945
814900,0.501051605,43581,132,0.001797244,0.001756355
813500,0.470975131,49421,119,0.001603235,0.001544167
813400,0.49913919,49716,158,0.001599274,0.00154897
813600,0.534870625,41810,80,0.00166659,0.001657923
813301,0.433181047,38537,34,0.001330382,0.001222937
813302,0.449415356,36938,39,0.001834694,0.001769613
813701,0.497354507,45840,48,0.001383504,0.001303312
813702,0.49941355,52037,38,0.001684368,0.001652105
814100,0.568882048,38897,59,0.001489356,0.001427733
813802,0.50526315,38431,70,0.001532249,0.001365277
813801,0.506049097,36296,30,0.001377502,0.00137822
814300,0.554258823,44853,71,0.001540842,0.001358231
814200,0.472677976,43730,95,0.001646532,0.001580089
815100,0.629312277,46141,126,0.001597433,0.001544676
814000,0.525495172,52632,84,0.0015715,0.001444956
815200,0.617195368,44560,236,0.001570465,0.001498103
813900,0.506557107,45864,110,0.001617236,0.001539485
815300,0.728227794,67411,172,0.001521429,0.001389866
815400,0.743184268,53453,242,0.001473344,0.001397581
815500,0.629240215,55669,371,0.00156757,0.001502143
814500,0.617316186,54773,159,0.001547845,0.001491493
814400,0.622158349,52822,214,0.00153935,0.001493806
819100,0.736159921,53087,145,0.001589385,0.001594133
819200,0.764532506,55969,214,0.001684207,0.001647149
819300,0.889714062,75435,191,0.001281589,0.001235368
819400,0.826471627,66017,225,0.001387541,0.001428475
819500,0.721357405,55125,288,0.001233752,0.001263941
819700,0.962143004,134803,425,0.001388837,0.001360095
819600,0.954862833,125982,316,0.001452903,0.001391147
819801,0.970822275,148750,376,0.001421372,0.001411883
819900,0.970570922,142386,295,0.00135879,0.001369053
820000,0.854958296,192143,200,0.001462218,0.001426491
819802,0.965646029,124028,162,0.001389061,0.001420651
820103,0.879731059,63000,229,0.001421889,0.001434174
820300,0.664860845,50133,92,0.001808263,0.001746424
820400,0.495877922,48115,76,0.001794551,0.001819283
820104,0.877791107,61446,190,0.001518218,0.001485628
820101,0.926337004,77482,746,0.001427143,0.001469292
820201,0.893062472,86799,533,0.001390597,0.001374306
820202,0.777714908,49242,85,0.001369192,0.0013899
820501,0.861324608,57332,192,0.001518606,0.001459682
820502,0.832815528,54443,151,0.001600844,0.001547018
820603,0.854967654,56179,110,0.001573127,0.00160289
820606,0.883835614,59192,228,0.001475049,0.001453259
820604,0.878353715,37639,70,0.001682043,0.001671186
820605,0.350347519,39874,52,0.001400479,0.001452619
820700,0.678013563,43832,322,0.001483017,0.001504505
820800,0.750413656,68750,146,0.001454966,0.001382941
820902,0.761809826,54558,210,0.001423096,0.001401888
820901,0.814984143,47203,195,0.001469017,0.001444105
821001,0.854003429,59141,158,0.001481083,0.00143152
821002,0.862149119,59089,175,0.001426575,0.001434268
821101,0.805392981,64484,135,0.001514821,0.001505152
821102,0.774400771,47344,138,0.001630048,0.001571772
824005,0.958295703,91711,264,0.001490405,0.001497577
824004,0.95829457,91146,196,0.001457411,0.001468365
824003,0.959595978,88200,255,0.001473907,0.001490088
824006,0.939487994,100774,281,0.001441846,0.001517178
823703,0.854156196,48039,161,0.001451757,0.001456571
823704,0.911940277,75929,174,0.001464442,0.001531226
823705,0.881550431,54318,127,0.001537227,0.0015683
823801,0.936843932,80750,259,0.001534431,0.001532844
823702,0.80631578,49852,255,0.001453813,0.001437176
823803,0.923520684,57768,330,0.00148308,0.001468495
823806,0.885360599,50015,176,0.001587813,0.00160204
