tract2010,white,medhinc,count,mean,median
150501,0.814967096,73102,164,0.001668271,0.001638855
150502,0.769797862,48933,145,0.001865111,0.001741286
150402,0.768914044,58125,138,0.001759771,0.001676621
170100,0.888698637,46667,223,0.001400526,0.001370394
170300,0.818873048,57950,211,0.001725952,0.001723043
171000,0.82118839,58100,322,0.001748058,0.001695056
170200,0.8224563,62851,130,0.001749384,0.001710706
150600,0.757866919,60609,165,0.001643338,0.001525205
171100,0.741362512,62222,155,0.001753481,0.001678432
151200,0.749227583,55724,143,0.001732511,0.001779055
150700,0.700086832,58293,138,0.001613364,0.001571783
150800,0.68598485,57953,144,0.001612738,0.00151285
151100,0.687431276,38939,128,0.001900941,0.001930884
151001,0.573252916,38694,54,0.002012904,0.001932363
151002,0.595139027,54416,128,0.001864766,0.00178357
161100,0.798495412,98704,131,0.001370452,0.001409083
161000,0.797891021,53835,66,0.001455538,0.00136666
161200,0.573720157,59327,78,0.001684294,0.001521525
161300,0.641000748,36514,81,0.001673897,0.0015642
160900,0.751767159,66523,117,0.001462933,0.001409063
160800,0.558663547,48785,165,0.001528246,0.001492998
831100,0.576009631,49085,241,0.001626043,0.001552464
160700,0.568640769,64992,224,0.00157446,0.001476058
843700,0.78223902,79688,172,0.001379264,0.001325002
210100,0.597318769,62545,230,0.00138369,0.001379679
210800,0.532608688,39808,21,0.001724785,0.00167448
210700,0.614527762,46500,125,0.001548752,0.001480552
210900,0.612125158,54188,139,0.001328647,0.001353482
220500,0.713632882,59375,148,0.001358338,0.001306508
220400,0.749899805,57639,90,0.001294594,0.001244541
830900,0.674313545,81302,244,0.001347472,0.001348003
220300,0.723120809,84688,121,0.001353748,0.001224494
210501,0.624615371,37125,70,0.001750827,0.001700974
210502,0.635755658,40833,92,0.001843149,0.001832308
210601,0.570554137,48926,70,0.001509897,0.001487545
210602,0.581891954,47457,106,0.001622257,0.001481834
220702,0.511576355,44101,82,0.001645865,0.001570055
220701,0.509455919,43507,68,0.001631957,0.001471024
220602,0.648301721,41957,165,0.001317798,0.001305762
220601,0.621177793,34312,56,0.001349484,0.001368513
200100,0.538125873,46346,94,0.001918394,0.001852114
190100,0.524517655,28924,43,0.002031848,0.001967567
210400,0.61285007,37583,73,0.001812363,0.001812832
190900,0.485784322,52917,36,0.001894954,0.001780979
200200,0.428044975,44868,65,0.001929511,0.001936256
190300,0.652916789,42730,129,0.001869202,0.00180827
190200,0.524004757,42829,111,0.001762335,0.001626745
190701,0.417935699,39325,50,0.001870411,0.001887799
190702,0.439926058,43524,65,0.002070809,0.002037818
190800,0.46848613,39111,120,0.001758953,0.001752325
190401,0.570119798,51147,136,0.001811516,0.001736118
190402,0.550934434,37365,143,0.00192556,0.001775708
190601,0.504290402,55257,80,0.001925707,0.001956845
190602,0.512690365,46042,117,0.001917617,0.001849053
